spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
44.0,1.0,0.0,463.0,4.0,8.0,5.0,395.0,36.0,48.0,6.0,1220925300.0,0.62,1.0,913.0,0.79,0.0,2147483600.0,1412400400.0,63.0,1.0,946.0,1.0,16.0,5.0,164.0,2.0,4.35,0.013,0.997,0.303,253.86
45.0,1.0,0.0,457.0,4.0,8.0,5.0,407.0,49.0,49.0,6.0,1144338300.0,0.64,1.0,897.0,0.82,0.0,2123553800.0,1378346800.0,61.0,1.0,941.0,1.0,16.0,5.0,153.0,2.0,2.263,0.014,0.998,0.289,251.501
45.0,1.0,0.0,458.0,4.0,8.0,5.0,398.0,44.0,51.0,6.0,1142160300.0,0.66,1.0,928.0,0.81,0.0,2147483600.0,1390386000.0,61.0,1.0,954.0,1.0,16.0,5.0,163.0,2.0,4.603,0.01,0.996,0.398,249.202
44.0,1.0,0.0,465.0,4.0,8.0,5.0,404.0,46.0,48.0,6.0,1155674600.0,0.64,1.0,914.0,0.82,0.0,2134794000.0,1381549400.0,62.0,1.0,938.0,1.0,16.0,5.0,151.0,2.0,4.54,0.012,0.997,0.36,238.006
45.0,1.0,0.0,459.0,4.0,8.0,5.0,384.0,38.0,50.0,6.0,1179295900.0,0.64,1.0,938.0,0.82,0.0,2147483600.0,1431133700.0,63.0,1.0,958.0,1.0,16.0,5.0,155.0,2.0,8.976,0.011,0.997,0.391,233.699
45.0,1.0,0.0,446.0,4.0,8.0,5.0,431.0,43.0,52.0,6.0,1198426800.0,0.64,1.0,903.0,0.83,0.0,2085251100.0,1352188400.0,61.0,1.0,928.0,1.0,16.0,5.0,157.0,2.0,0.104,0.013,0.997,0.342,227.86
45.0,1.0,0.0,457.0,4.0,8.0,5.0,394.0,43.0,50.0,6.0,1179013900.0,0.63,1.0,912.0,0.82,0.0,2045631200.0,1362387700.0,59.0,1.0,923.0,1.0,16.0,5.0,155.0,2.0,2.215,0.012,0.996,0.386,218.908
45.0,1.0,0.0,446.0,4.0,8.0,5.0,430.0,42.0,47.0,6.0,1214617100.0,0.64,1.0,844.0,0.79,0.0,2083926800.0,1390536700.0,61.0,1.0,942.0,1.0,16.0,5.0,162.0,2.0,0.121,0.012,0.998,0.39,209.797
46.0,1.0,0.0,445.0,4.0,8.0,5.0,450.0,47.0,49.0,6.0,1200951800.0,0.64,1.0,896.0,0.82,0.0,2122467200.0,1356685300.0,62.0,1.0,948.0,1.0,16.0,5.0,163.0,2.0,0.081,0.015,0.998,0.327,209.542
46.0,1.0,0.0,451.0,4.0,8.0,5.0,422.0,44.0,52.0,6.0,1188884500.0,0.65,1.0,914.0,0.8,0.0,2066625500.0,1415693000.0,62.0,1.0,945.0,1.0,16.0,5.0,166.0,2.0,4.179,0.013,0.997,0.377,207.811
46.0,1.0,0.0,454.0,4.0,8.0,5.0,384.0,43.0,52.0,6.0,1132794500.0,0.63,1.0,942.0,0.83,0.0,2134252800.0,1356793500.0,62.0,1.0,948.0,1.0,16.0,5.0,156.0,2.0,6.692,0.014,0.997,0.355,207.72
44.0,1.0,0.0,443.0,4.0,8.0,5.0,418.0,41.0,49.0,6.0,1242847000.0,0.63,1.0,865.0,0.79,0.0,2097459000.0,1423699700.0,60.0,1.0,918.0,1.0,16.0,5.0,162.0,2.0,0.054,0.013,0.998,0.392,203.582
44.0,1.0,0.0,462.0,4.0,8.0,5.0,387.0,38.0,49.0,6.0,1158457900.0,0.62,1.0,952.0,0.83,0.0,2147483600.0,1346978000.0,61.0,1.0,953.0,1.0,16.0,5.0,154.0,2.0,6.638,0.014,0.998,0.355,203.233
44.0,1.0,0.0,454.0,4.0,8.0,5.0,396.0,38.0,47.0,6.0,1146211700.0,0.61,1.0,934.0,0.82,0.0,2142457700.0,1378831400.0,62.0,1.0,965.0,1.0,16.0,5.0,150.0,2.0,4.904,0.014,0.998,0.367,198.727
45.0,1.0,0.0,455.0,4.0,8.0,5.0,387.0,46.0,48.0,6.0,1106622300.0,0.64,1.0,931.0,0.8,0.0,2147483600.0,1353331700.0,62.0,1.0,988.0,1.0,16.0,5.0,160.0,2.0,4.598,0.013,0.997,0.392,190.705
46.0,1.0,0.0,461.0,4.0,8.0,5.0,384.0,39.0,49.0,6.0,1149671000.0,0.64,1.0,961.0,0.82,0.0,2147483600.0,1397955800.0,63.0,1.0,975.0,1.0,16.0,5.0,166.0,2.0,6.977,0.012,0.996,0.438,188.481
44.0,1.0,0.0,462.0,4.0,8.0,5.0,407.0,48.0,50.0,6.0,1094210200.0,0.62,1.0,919.0,0.81,0.0,2128300000.0,1386432900.0,63.0,1.0,962.0,1.0,16.0,5.0,155.0,2.0,2.385,0.016,0.997,0.344,185.041
45.0,1.0,0.0,452.0,4.0,8.0,5.0,407.0,49.0,50.0,6.0,1197655400.0,0.64,1.0,883.0,0.8,0.0,2123060900.0,1355297500.0,61.0,1.0,933.0,1.0,16.0,5.0,167.0,2.0,2.079,0.014,0.998,0.375,184.891
47.0,1.0,0.0,449.0,4.0,8.0,5.0,392.0,43.0,52.0,6.0,1208776400.0,0.65,1.0,900.0,0.8,0.0,2117876600.0,1412521500.0,61.0,1.0,963.0,1.0,16.0,5.0,170.0,2.0,0.043,0.013,0.997,0.406,182.567
45.0,1.0,0.0,460.0,4.0,8.0,5.0,384.0,32.0,49.0,6.0,1205413200.0,0.64,1.0,944.0,0.81,0.0,2138386400.0,1414794800.0,63.0,1.0,953.0,1.0,16.0,5.0,158.0,2.0,11.418,0.014,0.997,0.406,181.142
46.0,1.0,0.0,436.0,4.0,8.0,5.0,407.0,46.0,49.0,6.0,1220591700.0,0.66,1.0,886.0,0.8,0.0,2108543100.0,1397224100.0,62.0,1.0,963.0,1.0,16.0,5.0,170.0,2.0,0.01,0.014,0.998,0.396,180.398
46.0,1.0,0.0,454.0,4.0,8.0,5.0,401.0,40.0,53.0,6.0,1248865000.0,0.65,1.0,909.0,0.8,0.0,2140814600.0,1442036200.0,61.0,1.0,938.0,1.0,16.0,5.0,175.0,2.0,0.035,0.014,0.997,0.404,176.419
45.0,1.0,0.0,456.0,4.0,8.0,5.0,413.0,47.0,51.0,6.0,1204074100.0,0.62,1.0,849.0,0.79,0.0,2068219100.0,1383120400.0,62.0,1.0,931.0,1.0,16.0,5.0,163.0,2.0,2.054,0.016,0.998,0.363,176.0
46.0,1.0,0.0,461.0,4.0,8.0,5.0,417.0,49.0,48.0,6.0,1169952800.0,0.63,1.0,888.0,0.81,0.0,2055264400.0,1360843600.0,62.0,1.0,946.0,1.0,16.0,5.0,153.0,2.0,2.246,0.017,0.997,0.332,175.473
46.0,1.0,0.0,454.0,4.0,8.0,5.0,384.0,40.0,48.0,6.0,1156214000.0,0.64,1.0,946.0,0.81,0.0,2147415200.0,1373987100.0,64.0,1.0,983.0,1.0,16.0,5.0,153.0,2.0,9.227,0.012,0.997,0.49,175.285
44.0,1.0,0.0,454.0,4.0,8.0,5.0,431.0,40.0,49.0,6.0,1237861400.0,0.64,1.0,868.0,0.79,0.0,2134039700.0,1360428300.0,62.0,1.0,918.0,1.0,16.0,5.0,174.0,2.0,2.148,0.014,0.996,0.415,175.195
45.0,1.0,0.0,445.0,4.0,8.0,5.0,406.0,48.0,50.0,6.0,1131045000.0,0.65,1.0,915.0,0.81,0.0,2103347500.0,1402237200.0,58.0,1.0,947.0,1.0,16.0,5.0,162.0,2.0,2.091,0.015,0.997,0.387,174.171
45.0,1.0,0.0,460.0,4.0,8.0,5.0,384.0,44.0,49.0,6.0,1124696300.0,0.63,1.0,929.0,0.83,0.0,2125598100.0,1365445000.0,64.0,1.0,977.0,1.0,16.0,5.0,152.0,2.0,8.934,0.014,0.998,0.406,173.482
45.0,1.0,0.0,449.0,4.0,8.0,5.0,388.0,49.0,50.0,6.0,1133666700.0,0.63,1.0,928.0,0.82,0.0,2134987100.0,1367765100.0,62.0,1.0,968.0,1.0,16.0,5.0,166.0,2.0,2.312,0.016,0.996,0.357,172.681
45.0,1.0,0.0,444.0,4.0,8.0,5.0,408.0,43.0,52.0,6.0,1237171800.0,0.64,1.0,879.0,0.82,0.0,2082455600.0,1379100400.0,61.0,1.0,929.0,1.0,17.0,5.0,166.0,2.0,0.005,0.015,0.998,0.391,171.839
44.0,1.0,0.0,477.0,4.0,8.0,5.0,386.0,36.0,50.0,6.0,1162822300.0,0.62,1.0,942.0,0.82,0.0,2147483600.0,1393667600.0,62.0,1.0,946.0,1.0,16.0,5.0,151.0,2.0,6.624,0.016,0.998,0.366,170.026
44.0,1.0,0.0,455.0,4.0,8.0,5.0,398.0,49.0,50.0,6.0,1138186900.0,0.64,1.0,918.0,0.81,0.0,2093744100.0,1384167700.0,60.0,1.0,928.0,1.0,16.0,5.0,162.0,2.0,4.285,0.015,0.996,0.394,169.508
45.0,1.0,0.0,442.0,4.0,8.0,5.0,436.0,40.0,49.0,6.0,1286445300.0,0.65,1.0,905.0,0.81,0.0,2134203300.0,1399006600.0,62.0,1.0,917.0,1.0,17.0,5.0,173.0,2.0,0.009,0.016,0.998,0.385,166.483
44.0,1.0,0.0,466.0,4.0,8.0,5.0,406.0,40.0,50.0,6.0,1103474800.0,0.62,1.0,948.0,0.83,0.0,2147483600.0,1362804400.0,62.0,1.0,953.0,1.0,16.0,5.0,150.0,2.0,9.243,0.013,0.998,0.459,165.04
44.0,1.0,0.0,472.0,4.0,8.0,5.0,385.0,39.0,51.0,6.0,1150202100.0,0.62,1.0,936.0,0.82,0.0,2147201500.0,1346225900.0,63.0,1.0,946.0,1.0,16.0,5.0,154.0,2.0,6.817,0.015,0.998,0.409,163.921
45.0,1.0,0.0,462.0,4.0,8.0,5.0,389.0,40.0,49.0,6.0,1130620200.0,0.63,1.0,980.0,0.82,0.0,2147483600.0,1422174000.0,64.0,1.0,979.0,1.0,16.0,5.0,157.0,2.0,7.11,0.013,0.998,0.488,162.071
45.0,1.0,0.0,446.0,4.0,8.0,5.0,407.0,45.0,52.0,6.0,1178596100.0,0.64,1.0,910.0,0.81,0.0,2086180400.0,1434461300.0,60.0,1.0,955.0,1.0,18.0,5.0,161.0,2.0,0.041,0.016,0.998,0.391,160.917
46.0,1.0,0.0,444.0,4.0,8.0,5.0,384.0,44.0,53.0,6.0,1214162200.0,0.65,1.0,913.0,0.81,0.0,2090119400.0,1355588900.0,62.0,1.0,958.0,1.0,16.0,5.0,172.0,2.0,4.369,0.015,0.996,0.414,159.611
45.0,1.0,0.0,456.0,4.0,8.0,5.0,408.0,45.0,53.0,6.0,1171315100.0,0.63,1.0,907.0,0.81,0.0,2041617900.0,1370137500.0,60.0,1.0,924.0,1.0,17.0,5.0,160.0,2.0,0.129,0.016,0.997,0.401,159.088
44.0,1.0,0.0,466.0,4.0,8.0,5.0,407.0,35.0,48.0,6.0,1154022300.0,0.63,1.0,932.0,0.82,0.0,2147483600.0,1394209700.0,63.0,1.0,960.0,1.0,16.0,5.0,154.0,2.0,7.089,0.014,0.998,0.452,158.828
45.0,1.0,0.0,452.0,4.0,8.0,5.0,418.0,43.0,47.0,6.0,1259383200.0,0.63,1.0,881.0,0.8,0.0,2068877200.0,1410171400.0,62.0,1.0,937.0,1.0,17.0,5.0,165.0,2.0,0.096,0.015,0.997,0.421,158.826
45.0,1.0,0.0,451.0,4.0,8.0,5.0,384.0,47.0,47.0,6.0,1115739800.0,0.64,1.0,919.0,0.81,0.0,2107615500.0,1341423200.0,62.0,1.0,969.0,1.0,16.0,5.0,151.0,2.0,4.755,0.016,0.996,0.39,156.166
44.0,1.0,0.0,458.0,4.0,8.0,5.0,384.0,41.0,48.0,6.0,1101783800.0,0.63,1.0,951.0,0.81,0.0,2147483600.0,1367594000.0,63.0,1.0,993.0,1.0,16.0,5.0,154.0,2.0,9.204,0.013,0.997,0.493,154.89
44.0,1.0,0.0,474.0,4.0,8.0,5.0,384.0,40.0,50.0,6.0,1149351000.0,0.61,1.0,928.0,0.83,0.0,2147483600.0,1365187300.0,64.0,1.0,945.0,1.0,16.0,5.0,151.0,2.0,9.015,0.015,0.998,0.43,154.078
45.0,1.0,0.0,467.0,4.0,8.0,5.0,402.0,49.0,53.0,6.0,1204847600.0,0.64,1.0,903.0,0.82,0.0,2125168900.0,1355194100.0,61.0,1.0,922.0,1.0,16.0,5.0,166.0,2.0,2.129,0.017,0.996,0.387,153.056
44.0,1.0,0.0,444.0,4.0,8.0,5.0,406.0,43.0,51.0,6.0,1213365000.0,0.65,1.0,889.0,0.79,0.0,2044450300.0,1416536400.0,61.0,1.0,904.0,1.0,16.0,5.0,162.0,2.0,4.157,0.013,0.995,0.494,150.013
44.0,1.0,0.0,443.0,4.0,8.0,5.0,423.0,43.0,49.0,6.0,1272183200.0,0.63,1.0,850.0,0.79,0.0,2073329700.0,1356979000.0,61.0,1.0,918.0,1.0,16.0,5.0,165.0,2.0,0.023,0.017,0.998,0.4,148.463
44.0,1.0,0.0,450.0,4.0,8.0,5.0,384.0,42.0,45.0,6.0,1121680600.0,0.62,1.0,917.0,0.82,0.0,2132682200.0,1358759800.0,64.0,1.0,966.0,1.0,16.0,5.0,150.0,2.0,7.214,0.016,0.997,0.424,146.968
45.0,1.0,0.0,441.0,4.0,8.0,5.0,413.0,44.0,51.0,6.0,1200190800.0,0.65,1.0,877.0,0.81,0.0,2046506200.0,1365431800.0,59.0,1.0,925.0,1.0,16.0,5.0,162.0,2.0,2.039,0.014,0.997,0.492,146.244
45.0,1.0,0.0,467.0,4.0,8.0,5.0,390.0,42.0,46.0,6.0,1129047900.0,0.63,1.0,950.0,0.82,0.0,2147483600.0,1371811600.0,64.0,1.0,981.0,1.0,16.0,5.0,156.0,2.0,7.229,0.014,0.998,0.489,146.227
45.0,1.0,0.0,461.0,4.0,8.0,5.0,403.0,33.0,45.0,6.0,1216731500.0,0.64,1.0,930.0,0.81,0.0,2147483600.0,1392126700.0,64.0,1.0,967.0,1.0,16.0,5.0,153.0,2.0,7.07,0.016,0.998,0.44,145.104
45.0,1.0,0.0,466.0,4.0,8.0,5.0,384.0,38.0,52.0,6.0,1167998700.0,0.62,1.0,942.0,0.83,0.0,2147483600.0,1362006000.0,63.0,1.0,954.0,1.0,16.0,5.0,150.0,2.0,9.175,0.016,0.998,0.437,144.994
44.0,1.0,0.0,460.0,4.0,8.0,5.0,384.0,39.0,47.0,6.0,1120382000.0,0.64,1.0,959.0,0.8,0.0,2147483600.0,1366016500.0,62.0,1.0,991.0,1.0,16.0,5.0,159.0,2.0,9.367,0.014,0.998,0.51,143.693
45.0,1.0,0.0,465.0,4.0,8.0,5.0,416.0,48.0,54.0,6.0,1164338200.0,0.64,1.0,875.0,0.8,0.0,2113860100.0,1388623400.0,60.0,1.0,943.0,1.0,16.0,5.0,167.0,2.0,0.059,0.019,0.997,0.373,142.781
45.0,1.0,0.0,465.0,4.0,8.0,5.0,402.0,46.0,47.0,6.0,1112807700.0,0.65,1.0,925.0,0.81,0.0,2147483600.0,1352291100.0,63.0,1.0,978.0,1.0,16.0,5.0,158.0,2.0,5.182,0.014,0.996,0.51,140.197
45.0,1.0,0.0,457.0,4.0,8.0,5.0,394.0,50.0,50.0,6.0,1074213200.0,0.62,1.0,923.0,0.83,0.0,2144338400.0,1389868800.0,61.0,1.0,983.0,1.0,16.0,5.0,156.0,2.0,2.3,0.019,0.996,0.393,132.771
45.0,1.0,0.0,465.0,4.0,8.0,5.0,410.0,47.0,52.0,6.0,1204745200.0,0.65,1.0,876.0,0.8,0.0,2104777200.0,1409497900.0,61.0,1.0,911.0,1.0,16.0,5.0,165.0,2.0,4.181,0.016,0.996,0.462,132.463
45.0,1.0,0.0,448.0,4.0,8.0,5.0,434.0,44.0,50.0,6.0,1265355400.0,0.65,1.0,898.0,0.8,0.0,2059295500.0,1440451700.0,63.0,1.0,913.0,1.0,16.0,5.0,165.0,2.0,2.143,0.017,0.996,0.46,131.066
44.0,1.0,0.0,458.0,4.0,8.0,5.0,384.0,44.0,46.0,6.0,1098902400.0,0.63,1.0,932.0,0.83,0.0,2147483600.0,1387395800.0,61.0,1.0,973.0,1.0,16.0,5.0,150.0,2.0,9.26,0.017,0.998,0.445,130.793
45.0,1.0,0.0,463.0,4.0,8.0,5.0,384.0,39.0,45.0,6.0,1157590500.0,0.65,1.0,946.0,0.82,0.0,2147483600.0,1370018400.0,63.0,1.0,982.0,1.0,16.0,5.0,158.0,2.0,7.429,0.014,0.996,0.557,129.417
