spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
37.0,0.0,1.0,483.0,3.0,4.0,6.0,505.0,110.0,100.0,4.0,2117155500.0,0.81,0.0,386.0,0.6,1.0,2028823700.0,1595519400.0,63.0,1.0,782.0,1.0,39.0,3.0,247.0,3.0,4.313,0.009,0.997,0.304,384.247
36.0,0.0,1.0,490.0,3.0,4.0,6.0,486.0,113.0,97.0,4.0,2147483100.0,0.83,0.0,339.0,0.62,1.0,2079451000.0,1550178800.0,61.0,1.0,770.0,1.0,39.0,3.0,238.0,3.0,8.545,0.009,0.998,0.296,372.499
37.0,0.0,1.0,480.0,3.0,4.0,6.0,484.0,109.0,96.0,4.0,2117999100.0,0.83,0.0,401.0,0.6,1.0,2037206100.0,1602928400.0,62.0,1.0,792.0,1.0,39.0,3.0,244.0,3.0,0.012,0.008,0.997,0.337,356.572
37.0,0.0,1.0,488.0,3.0,4.0,6.0,464.0,113.0,97.0,4.0,2147483100.0,0.83,0.0,353.0,0.6,1.0,2100910200.0,1582133400.0,60.0,1.0,774.0,1.0,39.0,3.0,242.0,3.0,8.603,0.008,0.998,0.356,335.415
36.0,0.0,1.0,500.0,3.0,4.0,6.0,467.0,113.0,95.0,4.0,2147483100.0,0.83,0.0,361.0,0.61,1.0,2100192400.0,1567663200.0,60.0,1.0,778.0,1.0,39.0,3.0,237.0,3.0,8.618,0.01,0.998,0.316,321.802
37.0,0.0,1.0,482.0,3.0,4.0,6.0,493.0,112.0,97.0,4.0,2146318800.0,0.82,0.0,396.0,0.61,1.0,2041735300.0,1585750700.0,63.0,1.0,796.0,1.0,40.0,3.0,241.0,3.0,0.108,0.008,0.996,0.366,321.774
37.0,0.0,1.0,494.0,3.0,4.0,6.0,502.0,112.0,98.0,4.0,2147483100.0,0.81,0.0,388.0,0.6,1.0,2113364500.0,1568126800.0,60.0,1.0,777.0,1.0,38.0,3.0,244.0,3.0,8.546,0.009,0.997,0.327,321.411
38.0,0.0,1.0,489.0,3.0,4.0,6.0,478.0,113.0,97.0,4.0,2147483100.0,0.82,0.0,396.0,0.6,1.0,2082719100.0,1562912500.0,62.0,1.0,779.0,1.0,39.0,3.0,245.0,3.0,8.839,0.008,0.997,0.4,313.626
38.0,0.0,1.0,484.0,3.0,4.0,6.0,476.0,109.0,96.0,4.0,2059523100.0,0.83,0.0,360.0,0.59,1.0,2028453100.0,1606449700.0,63.0,1.0,766.0,1.0,39.0,3.0,242.0,3.0,4.14,0.01,0.997,0.329,313.115
37.0,0.0,1.0,479.0,3.0,4.0,6.0,499.0,110.0,97.0,4.0,2147483100.0,0.84,0.0,358.0,0.61,1.0,2091208400.0,1574958300.0,60.0,1.0,768.0,1.0,38.0,3.0,239.0,3.0,6.75,0.008,0.996,0.394,311.921
37.0,0.0,1.0,500.0,3.0,4.0,6.0,474.0,110.0,98.0,4.0,2107016400.0,0.83,0.0,380.0,0.59,1.0,2105170200.0,1582057700.0,60.0,1.0,777.0,1.0,39.0,3.0,240.0,3.0,6.713,0.009,0.997,0.368,310.085
38.0,0.0,1.0,494.0,3.0,4.0,6.0,495.0,112.0,99.0,4.0,2147483100.0,0.83,0.0,357.0,0.6,1.0,2102574800.0,1567985000.0,60.0,1.0,772.0,1.0,38.0,3.0,240.0,3.0,6.616,0.009,0.997,0.353,306.57
38.0,0.0,1.0,482.0,3.0,4.0,6.0,495.0,107.0,95.0,4.0,2147483100.0,0.82,0.0,388.0,0.61,1.0,2073188600.0,1556880900.0,60.0,1.0,770.0,1.0,40.0,3.0,234.0,3.0,6.304,0.012,0.997,0.277,305.356
37.0,0.0,1.0,478.0,3.0,4.0,6.0,488.0,109.0,97.0,4.0,2127377700.0,0.82,0.0,358.0,0.6,1.0,2076222000.0,1602286800.0,61.0,1.0,784.0,1.0,38.0,3.0,239.0,3.0,0.1,0.008,0.996,0.403,304.705
37.0,0.0,1.0,500.0,3.0,4.0,6.0,486.0,110.0,95.0,4.0,2147483100.0,0.82,0.0,369.0,0.62,1.0,2102115700.0,1522223500.0,59.0,1.0,770.0,1.0,40.0,3.0,233.0,3.0,8.514,0.011,0.997,0.325,288.866
36.0,0.0,1.0,482.0,3.0,4.0,6.0,504.0,111.0,95.0,4.0,2147483100.0,0.81,0.0,371.0,0.63,1.0,2079266700.0,1550737400.0,60.0,1.0,769.0,1.0,37.0,3.0,244.0,3.0,4.26,0.011,0.996,0.332,277.482
39.0,0.0,1.0,488.0,3.0,4.0,6.0,489.0,113.0,95.0,4.0,2147483100.0,0.82,0.0,411.0,0.61,1.0,2056494000.0,1584190000.0,60.0,1.0,781.0,1.0,39.0,3.0,246.0,3.0,0.097,0.011,0.996,0.342,275.685
35.0,0.0,1.0,490.0,3.0,4.0,6.0,491.0,108.0,97.0,4.0,2147483100.0,0.84,0.0,369.0,0.6,1.0,2099242100.0,1580859000.0,60.0,1.0,774.0,1.0,38.0,3.0,237.0,3.0,8.783,0.009,0.996,0.401,272.127
36.0,0.0,1.0,492.0,3.0,4.0,6.0,506.0,114.0,102.0,4.0,2147483100.0,0.83,0.0,361.0,0.61,1.0,2105288600.0,1591575700.0,62.0,1.0,780.0,1.0,38.0,3.0,244.0,3.0,8.66,0.009,0.997,0.398,266.521
38.0,0.0,1.0,489.0,3.0,4.0,6.0,491.0,108.0,96.0,4.0,2135417600.0,0.82,0.0,384.0,0.6,1.0,2092739800.0,1575099600.0,58.0,1.0,771.0,1.0,37.0,3.0,241.0,3.0,6.438,0.011,0.996,0.33,266.305
36.0,0.0,1.0,492.0,3.0,4.0,6.0,503.0,111.0,101.0,4.0,2147483100.0,0.83,0.0,414.0,0.61,1.0,2056135400.0,1539095300.0,62.0,1.0,781.0,1.0,41.0,3.0,246.0,3.0,8.504,0.012,0.997,0.33,260.167
37.0,0.0,1.0,492.0,3.0,4.0,6.0,494.0,117.0,99.0,4.0,2147483100.0,0.84,0.0,351.0,0.6,1.0,2078222300.0,1588651800.0,61.0,1.0,780.0,1.0,37.0,3.0,245.0,3.0,6.64,0.01,0.997,0.391,249.354
38.0,0.0,1.0,479.0,3.0,4.0,6.0,490.0,109.0,94.0,4.0,2138160900.0,0.81,0.0,367.0,0.62,1.0,2030126500.0,1546296600.0,59.0,1.0,779.0,1.0,38.0,3.0,236.0,3.0,0.001,0.011,0.998,0.371,245.132
37.0,0.0,1.0,500.0,3.0,4.0,6.0,469.0,115.0,98.0,4.0,2147483100.0,0.81,0.0,389.0,0.6,1.0,2082682900.0,1585126300.0,62.0,1.0,787.0,1.0,39.0,3.0,249.0,3.0,8.962,0.01,0.998,0.419,241.474
36.0,0.0,1.0,500.0,3.0,4.0,6.0,495.0,111.0,99.0,4.0,2147483100.0,0.84,0.0,391.0,0.61,1.0,2113275500.0,1557771400.0,61.0,1.0,775.0,1.0,39.0,3.0,237.0,3.0,6.898,0.009,0.996,0.448,237.539
35.0,0.0,1.0,492.0,3.0,4.0,6.0,508.0,114.0,97.0,4.0,2147483100.0,0.82,0.0,384.0,0.63,1.0,2028959200.0,1536213800.0,62.0,1.0,772.0,1.0,39.0,3.0,236.0,3.0,4.59,0.011,0.996,0.385,236.38
37.0,0.0,1.0,496.0,3.0,4.0,6.0,498.0,109.0,100.0,4.0,2147483100.0,0.83,0.0,390.0,0.59,1.0,2112028200.0,1582905200.0,60.0,1.0,778.0,1.0,38.0,3.0,246.0,3.0,6.754,0.01,0.996,0.413,236.209
38.0,0.0,1.0,482.0,3.0,4.0,6.0,466.0,110.0,93.0,4.0,2138377700.0,0.81,0.0,362.0,0.61,1.0,2086753300.0,1569416400.0,57.0,1.0,765.0,1.0,38.0,3.0,246.0,3.0,2.144,0.012,0.996,0.346,235.553
37.0,0.0,1.0,491.0,3.0,4.0,6.0,501.0,113.0,97.0,4.0,2147483100.0,0.82,0.0,346.0,0.61,1.0,2107618600.0,1547313200.0,60.0,1.0,773.0,1.0,37.0,3.0,240.0,3.0,8.818,0.01,0.997,0.407,235.041
36.0,0.0,1.0,500.0,3.0,4.0,6.0,466.0,117.0,97.0,4.0,2147483100.0,0.83,0.0,372.0,0.59,1.0,2134183200.0,1583609900.0,62.0,1.0,774.0,1.0,40.0,3.0,244.0,3.0,8.819,0.011,0.998,0.404,234.658
38.0,0.0,1.0,475.0,3.0,4.0,6.0,482.0,110.0,95.0,4.0,2062580200.0,0.82,0.0,382.0,0.61,1.0,2078097400.0,1567836200.0,59.0,1.0,782.0,1.0,40.0,3.0,241.0,3.0,2.037,0.011,0.996,0.384,233.059
37.0,0.0,1.0,471.0,3.0,4.0,6.0,507.0,106.0,96.0,4.0,2122856400.0,0.81,0.0,373.0,0.63,1.0,2052302600.0,1549425700.0,59.0,1.0,774.0,1.0,39.0,3.0,238.0,3.0,0.042,0.011,0.997,0.391,232.458
36.0,0.0,1.0,495.0,3.0,4.0,6.0,506.0,110.0,101.0,4.0,2147483100.0,0.84,0.0,385.0,0.61,1.0,2100102700.0,1592628000.0,60.0,1.0,783.0,1.0,39.0,3.0,236.0,3.0,4.529,0.011,0.996,0.378,232.104
36.0,0.0,1.0,485.0,3.0,4.0,6.0,499.0,110.0,95.0,4.0,2136409600.0,0.8,0.0,401.0,0.62,1.0,2063667200.0,1558610300.0,60.0,1.0,781.0,1.0,37.0,3.0,248.0,3.0,0.028,0.013,0.997,0.339,230.749
36.0,0.0,1.0,500.0,3.0,4.0,6.0,479.0,112.0,101.0,4.0,2120489500.0,0.83,0.0,357.0,0.59,1.0,2095657900.0,1591696400.0,61.0,1.0,775.0,1.0,39.0,3.0,245.0,3.0,6.961,0.009,0.996,0.485,228.676
38.0,0.0,1.0,472.0,3.0,4.0,6.0,494.0,107.0,95.0,4.0,2093114900.0,0.83,0.0,364.0,0.61,1.0,2021415800.0,1587446300.0,61.0,1.0,777.0,1.0,37.0,3.0,238.0,3.0,0.036,0.011,0.997,0.42,225.774
37.0,0.0,1.0,498.0,3.0,4.0,6.0,486.0,114.0,97.0,4.0,2147483100.0,0.85,0.0,387.0,0.59,1.0,2068148100.0,1583397900.0,63.0,1.0,780.0,1.0,39.0,3.0,233.0,3.0,6.923,0.01,0.997,0.464,224.354
36.0,0.0,1.0,500.0,3.0,4.0,6.0,483.0,116.0,99.0,4.0,2147483100.0,0.84,0.0,382.0,0.6,1.0,2087065600.0,1578258600.0,61.0,1.0,776.0,1.0,39.0,3.0,243.0,3.0,9.146,0.009,0.998,0.476,224.246
38.0,0.0,1.0,485.0,3.0,4.0,6.0,491.0,109.0,100.0,4.0,2147483100.0,0.85,0.0,348.0,0.59,1.0,2118574600.0,1602187000.0,61.0,1.0,780.0,1.0,38.0,3.0,244.0,3.0,4.563,0.012,0.996,0.375,223.442
36.0,0.0,1.0,500.0,3.0,4.0,6.0,491.0,114.0,101.0,4.0,2140324400.0,0.83,0.0,401.0,0.6,1.0,2100216800.0,1564574500.0,63.0,1.0,775.0,1.0,41.0,3.0,246.0,3.0,8.723,0.012,0.998,0.372,223.341
39.0,0.0,1.0,474.0,3.0,4.0,6.0,469.0,109.0,95.0,4.0,2060008700.0,0.83,0.0,369.0,0.59,1.0,2040252900.0,1597265700.0,60.0,1.0,774.0,1.0,39.0,3.0,241.0,3.0,2.084,0.011,0.995,0.402,218.107
35.0,0.0,1.0,500.0,3.0,4.0,6.0,488.0,116.0,102.0,4.0,2147483100.0,0.83,0.0,352.0,0.61,1.0,2082849800.0,1591434100.0,62.0,1.0,777.0,1.0,39.0,3.0,249.0,3.0,9.076,0.01,0.998,0.464,211.94
37.0,0.0,1.0,491.0,3.0,4.0,6.0,472.0,108.0,94.0,4.0,2147483100.0,0.83,0.0,357.0,0.6,1.0,2117674200.0,1554542300.0,60.0,1.0,769.0,1.0,38.0,3.0,235.0,3.0,8.912,0.011,0.996,0.418,207.407
36.0,0.0,1.0,500.0,3.0,4.0,6.0,477.0,116.0,98.0,4.0,2147483100.0,0.82,0.0,360.0,0.6,1.0,2120589000.0,1565689700.0,62.0,1.0,778.0,1.0,37.0,3.0,245.0,3.0,6.891,0.011,0.997,0.45,206.191
37.0,0.0,1.0,480.0,3.0,4.0,6.0,511.0,108.0,97.0,4.0,2116795100.0,0.79,0.0,377.0,0.63,1.0,2037480200.0,1555761900.0,59.0,1.0,779.0,1.0,38.0,3.0,250.0,3.0,0.059,0.011,0.997,0.422,206.02
38.0,0.0,1.0,487.0,3.0,4.0,6.0,492.0,111.0,96.0,4.0,2147483100.0,0.83,0.0,323.0,0.62,1.0,2091831000.0,1534605800.0,60.0,1.0,771.0,1.0,37.0,3.0,237.0,3.0,6.645,0.014,0.996,0.361,202.21
37.0,0.0,1.0,480.0,3.0,4.0,6.0,522.0,109.0,99.0,4.0,2127556700.0,0.81,0.0,398.0,0.62,1.0,2005286700.0,1578455300.0,61.0,1.0,781.0,1.0,37.0,3.0,246.0,3.0,0.082,0.013,0.997,0.387,201.666
36.0,0.0,1.0,492.0,3.0,4.0,6.0,495.0,114.0,101.0,4.0,2147483100.0,0.83,0.0,359.0,0.61,1.0,2122280700.0,1580616200.0,63.0,1.0,781.0,1.0,40.0,3.0,237.0,3.0,8.903,0.01,0.996,0.491,200.486
37.0,0.0,1.0,493.0,3.0,4.0,6.0,490.0,108.0,96.0,4.0,2147483100.0,0.83,0.0,342.0,0.6,1.0,2100655900.0,1564493600.0,59.0,1.0,775.0,1.0,36.0,3.0,234.0,3.0,8.596,0.013,0.995,0.391,198.064
37.0,0.0,1.0,500.0,3.0,4.0,6.0,465.0,112.0,98.0,4.0,2147483100.0,0.83,0.0,347.0,0.59,1.0,2147483600.0,1595188500.0,60.0,1.0,781.0,1.0,39.0,3.0,240.0,3.0,6.731,0.012,0.997,0.429,196.144
37.0,0.0,1.0,468.0,3.0,4.0,6.0,520.0,108.0,99.0,4.0,2145326100.0,0.81,0.0,365.0,0.63,1.0,1989365200.0,1571565700.0,60.0,1.0,777.0,1.0,39.0,3.0,241.0,3.0,0.069,0.012,0.996,0.439,194.03
36.0,0.0,1.0,482.0,3.0,4.0,6.0,512.0,109.0,102.0,4.0,2147483100.0,0.85,0.0,390.0,0.61,1.0,2089815800.0,1566294900.0,61.0,1.0,776.0,1.0,39.0,3.0,239.0,3.0,6.753,0.012,0.995,0.436,193.573
36.0,0.0,1.0,500.0,3.0,4.0,6.0,497.0,114.0,100.0,4.0,2147483100.0,0.82,0.0,382.0,0.6,1.0,2094899200.0,1582464100.0,63.0,1.0,781.0,1.0,38.0,3.0,239.0,3.0,9.087,0.011,0.997,0.468,191.945
38.0,0.0,1.0,479.0,3.0,4.0,6.0,508.0,107.0,97.0,4.0,2039188100.0,0.82,0.0,406.0,0.6,1.0,2024229000.0,1574308400.0,60.0,1.0,769.0,1.0,39.0,3.0,235.0,3.0,2.105,0.014,0.997,0.36,191.615
35.0,0.0,1.0,495.0,3.0,4.0,6.0,502.0,115.0,100.0,4.0,2147483100.0,0.82,0.0,406.0,0.61,1.0,2119172100.0,1579032700.0,62.0,1.0,780.0,1.0,41.0,3.0,245.0,3.0,8.684,0.014,0.998,0.382,186.612
36.0,0.0,1.0,479.0,3.0,4.0,6.0,503.0,104.0,97.0,4.0,2091231400.0,0.8,0.0,360.0,0.62,1.0,2039672600.0,1561685500.0,57.0,1.0,771.0,1.0,38.0,3.0,241.0,3.0,4.182,0.014,0.996,0.384,186.253
37.0,0.0,1.0,500.0,3.0,4.0,6.0,479.0,112.0,99.0,4.0,2147483100.0,0.84,0.0,356.0,0.6,1.0,2140439300.0,1549219100.0,61.0,1.0,768.0,1.0,40.0,3.0,235.0,3.0,9.089,0.011,0.998,0.49,183.184
37.0,0.0,1.0,477.0,3.0,4.0,6.0,523.0,105.0,99.0,4.0,2117748200.0,0.8,0.0,398.0,0.62,1.0,2056486800.0,1562546400.0,61.0,1.0,780.0,1.0,38.0,3.0,244.0,3.0,2.207,0.014,0.995,0.408,178.184
37.0,0.0,1.0,473.0,3.0,4.0,6.0,500.0,106.0,98.0,4.0,2107336100.0,0.83,0.0,425.0,0.61,1.0,2022548000.0,1552871200.0,61.0,1.0,770.0,1.0,41.0,3.0,234.0,3.0,6.256,0.016,0.995,0.365,175.547
38.0,0.0,1.0,474.0,3.0,4.0,6.0,504.0,108.0,97.0,4.0,2147483100.0,0.81,0.0,391.0,0.62,1.0,2104826800.0,1558456200.0,58.0,1.0,776.0,1.0,37.0,3.0,251.0,3.0,2.226,0.015,0.995,0.385,175.284
40.0,0.0,1.0,468.0,3.0,4.0,6.0,489.0,107.0,92.0,4.0,2123519100.0,0.8,0.0,395.0,0.61,1.0,2028816400.0,1555381800.0,59.0,1.0,774.0,1.0,39.0,3.0,241.0,3.0,0.024,0.015,0.997,0.371,175.225
35.0,0.0,1.0,500.0,3.0,4.0,6.0,485.0,114.0,102.0,4.0,2099629000.0,0.83,0.0,394.0,0.59,1.0,2101956200.0,1584079000.0,63.0,1.0,787.0,1.0,40.0,3.0,246.0,3.0,6.79,0.014,0.997,0.423,173.695
35.0,0.0,1.0,500.0,3.0,4.0,6.0,491.0,118.0,98.0,4.0,2147483100.0,0.82,0.0,359.0,0.62,1.0,2105964400.0,1536416800.0,61.0,1.0,778.0,1.0,39.0,3.0,237.0,3.0,8.926,0.012,0.996,0.492,169.551
39.0,0.0,1.0,472.0,3.0,4.0,6.0,473.0,111.0,93.0,4.0,2080080600.0,0.8,0.0,363.0,0.6,1.0,2078838100.0,1573065700.0,59.0,1.0,778.0,1.0,37.0,3.0,250.0,3.0,0.014,0.014,0.995,0.428,160.406
37.0,0.0,1.0,500.0,3.0,4.0,6.0,485.0,114.0,101.0,4.0,2147483100.0,0.84,0.0,377.0,0.6,1.0,2091937500.0,1560074100.0,63.0,1.0,776.0,1.0,40.0,3.0,235.0,3.0,9.505,0.01,0.997,0.612,160.055
36.0,0.0,1.0,500.0,3.0,4.0,6.0,452.0,114.0,98.0,4.0,2147483100.0,0.85,0.0,376.0,0.59,1.0,2085849100.0,1614387700.0,63.0,1.0,783.0,1.0,40.0,3.0,240.0,3.0,8.893,0.014,0.998,0.459,159.233
38.0,0.0,1.0,474.0,3.0,4.0,6.0,498.0,105.0,93.0,4.0,2086802400.0,0.8,0.0,376.0,0.62,1.0,1976764700.0,1539686500.0,60.0,1.0,768.0,1.0,38.0,3.0,239.0,3.0,0.033,0.015,0.998,0.411,158.557
39.0,0.0,1.0,476.0,3.0,4.0,6.0,476.0,108.0,92.0,4.0,2147483100.0,0.84,0.0,356.0,0.6,1.0,2113473400.0,1571605400.0,58.0,1.0,773.0,1.0,37.0,3.0,242.0,3.0,6.332,0.016,0.994,0.403,155.091
34.0,0.0,1.0,500.0,3.0,4.0,6.0,495.0,113.0,101.0,4.0,2147483100.0,0.83,0.0,370.0,0.61,1.0,2136777500.0,1558115000.0,60.0,1.0,778.0,1.0,39.0,3.0,243.0,3.0,9.548,0.01,0.997,0.622,152.647
37.0,0.0,1.0,486.0,3.0,4.0,6.0,509.0,113.0,97.0,4.0,2147483100.0,0.85,0.0,340.0,0.61,1.0,2130962400.0,1560488000.0,60.0,1.0,768.0,1.0,37.0,3.0,235.0,3.0,4.706,0.013,0.994,0.487,152.19
36.0,0.0,1.0,500.0,3.0,4.0,6.0,469.0,116.0,100.0,4.0,2147483100.0,0.85,0.0,351.0,0.6,1.0,2111637200.0,1621689000.0,62.0,1.0,782.0,1.0,38.0,3.0,241.0,3.0,8.968,0.014,0.998,0.464,152.063
38.0,0.0,1.0,484.0,3.0,4.0,6.0,518.0,105.0,97.0,4.0,2147483100.0,0.83,0.0,363.0,0.62,1.0,2110365000.0,1567248600.0,58.0,1.0,778.0,1.0,38.0,3.0,230.0,3.0,2.383,0.014,0.992,0.461,151.155
39.0,0.0,1.0,458.0,3.0,4.0,6.0,489.0,108.0,94.0,4.0,2097259800.0,0.82,0.0,388.0,0.61,1.0,2020775600.0,1556587000.0,59.0,1.0,769.0,1.0,40.0,3.0,248.0,3.0,2.044,0.014,0.995,0.482,150.492
36.0,0.0,1.0,500.0,3.0,4.0,6.0,457.0,118.0,98.0,4.0,2147483100.0,0.84,0.0,364.0,0.59,1.0,2113136100.0,1586252900.0,63.0,1.0,780.0,1.0,39.0,3.0,241.0,3.0,9.25,0.013,0.998,0.54,147.26
38.0,0.0,1.0,478.0,3.0,4.0,6.0,477.0,108.0,93.0,4.0,2093106700.0,0.8,0.0,332.0,0.62,1.0,2028152300.0,1574569000.0,59.0,1.0,776.0,1.0,37.0,3.0,243.0,3.0,0.02,0.016,0.997,0.417,146.792
36.0,0.0,1.0,500.0,3.0,4.0,6.0,496.0,114.0,101.0,4.0,2147483100.0,0.82,0.0,354.0,0.6,1.0,2135941900.0,1567735400.0,62.0,1.0,780.0,1.0,37.0,3.0,242.0,3.0,7.295,0.012,0.996,0.564,146.296
40.0,0.0,1.0,461.0,3.0,4.0,6.0,481.0,108.0,91.0,4.0,2147483100.0,0.81,0.0,367.0,0.61,1.0,2056241700.0,1574015200.0,57.0,1.0,773.0,1.0,38.0,3.0,243.0,3.0,2.108,0.015,0.995,0.455,143.376
38.0,0.0,1.0,475.0,3.0,4.0,6.0,528.0,109.0,98.0,4.0,2083674500.0,0.81,0.0,406.0,0.62,1.0,2040617700.0,1551834400.0,59.0,1.0,771.0,1.0,39.0,3.0,242.0,3.0,0.173,0.015,0.995,0.455,143.236
36.0,0.0,1.0,500.0,3.0,4.0,6.0,482.0,117.0,100.0,4.0,2147483100.0,0.84,0.0,354.0,0.6,1.0,2147483600.0,1574361100.0,62.0,1.0,780.0,1.0,39.0,3.0,250.0,3.0,9.608,0.011,0.997,0.649,138.591
38.0,0.0,1.0,462.0,3.0,4.0,6.0,526.0,108.0,97.0,4.0,2121284700.0,0.8,0.0,399.0,0.62,1.0,2059754900.0,1551470800.0,58.0,1.0,769.0,1.0,39.0,3.0,248.0,3.0,0.06,0.016,0.996,0.475,135.19
38.0,0.0,1.0,500.0,3.0,4.0,6.0,459.0,115.0,97.0,4.0,2147483100.0,0.84,0.0,337.0,0.59,1.0,2139251100.0,1593340400.0,62.0,1.0,779.0,1.0,38.0,3.0,241.0,3.0,9.138,0.015,0.997,0.504,134.909
37.0,0.0,1.0,500.0,3.0,4.0,6.0,479.0,113.0,99.0,4.0,2147483100.0,0.84,0.0,354.0,0.6,1.0,2147483600.0,1546447700.0,62.0,1.0,778.0,1.0,38.0,3.0,238.0,3.0,9.973,0.011,0.997,0.7,134.217
36.0,0.0,1.0,500.0,3.0,4.0,6.0,486.0,115.0,102.0,4.0,2147483100.0,0.84,0.0,375.0,0.6,1.0,2147483600.0,1577312500.0,61.0,1.0,782.0,1.0,40.0,3.0,245.0,3.0,9.619,0.011,0.996,0.676,131.036
