spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
32.0,1.0,0.0,434.0,5.0,10.0,8.0,531.0,45.0,123.0,2.0,1143305100.0,0.59,1.0,241.0,0.72,0.0,1094201600.0,1511018800.0,65.0,1.0,680.0,1.0,25.0,1.0,350.0,6.0,9.943,0.072,0.999,0.309,44.739
32.0,1.0,0.0,432.0,5.0,10.0,8.0,528.0,46.0,122.0,2.0,1139144700.0,0.59,1.0,241.0,0.72,0.0,1100273200.0,1497427000.0,65.0,1.0,688.0,1.0,25.0,1.0,350.0,6.0,9.966,0.073,0.999,0.306,44.529
32.0,1.0,0.0,435.0,5.0,10.0,8.0,534.0,49.0,123.0,2.0,1118378200.0,0.6,1.0,235.0,0.72,0.0,1142134500.0,1522099500.0,63.0,1.0,690.0,1.0,25.0,1.0,350.0,6.0,9.694,0.074,1.0,0.304,44.504
32.0,1.0,0.0,436.0,5.0,10.0,8.0,528.0,48.0,121.0,2.0,1159923000.0,0.62,1.0,229.0,0.72,0.0,1111409300.0,1529660200.0,63.0,1.0,690.0,1.0,25.0,1.0,350.0,6.0,7.871,0.075,0.999,0.303,44.137
32.0,1.0,0.0,439.0,5.0,10.0,8.0,524.0,46.0,123.0,2.0,1155502000.0,0.61,1.0,243.0,0.72,0.0,1134411500.0,1512586500.0,64.0,1.0,684.0,1.0,25.0,1.0,350.0,6.0,7.782,0.075,0.999,0.303,44.075
32.0,1.0,0.0,429.0,5.0,10.0,8.0,533.0,51.0,126.0,2.0,1073741600.0,0.6,1.0,201.0,0.72,0.0,1107122700.0,1517404000.0,65.0,1.0,688.0,1.0,24.0,1.0,350.0,6.0,14.455,0.073,0.999,0.313,43.716
32.0,1.0,0.0,438.0,5.0,10.0,8.0,542.0,46.0,126.0,2.0,1098743200.0,0.59,1.0,243.0,0.72,0.0,1120298000.0,1517082900.0,65.0,1.0,687.0,1.0,24.0,1.0,350.0,6.0,14.056,0.075,0.999,0.307,43.586
32.0,1.0,0.0,437.0,5.0,10.0,8.0,530.0,47.0,124.0,2.0,1093053200.0,0.58,1.0,216.0,0.72,0.0,1118426200.0,1540648000.0,64.0,1.0,690.0,1.0,25.0,1.0,350.0,6.0,12.058,0.069,0.999,0.341,42.221
32.0,1.0,0.0,434.0,5.0,10.0,8.0,518.0,45.0,125.0,2.0,1096663900.0,0.59,1.0,240.0,0.72,0.0,1074979100.0,1490760000.0,65.0,1.0,688.0,1.0,25.0,1.0,350.0,6.0,10.079,0.073,0.999,0.332,41.378
32.0,1.0,0.0,439.0,5.0,10.0,8.0,534.0,44.0,123.0,2.0,1161919500.0,0.59,1.0,242.0,0.72,0.0,1115267200.0,1483443300.0,65.0,1.0,671.0,1.0,25.0,1.0,350.0,6.0,12.02,0.075,0.999,0.322,41.294
32.0,1.0,0.0,431.0,5.0,10.0,8.0,520.0,44.0,125.0,2.0,1111710100.0,0.59,1.0,220.0,0.72,0.0,1096822500.0,1471487200.0,66.0,1.0,686.0,1.0,24.0,1.0,350.0,6.0,14.443,0.072,1.0,0.341,40.924
32.0,1.0,0.0,439.0,5.0,10.0,8.0,543.0,45.0,124.0,2.0,1116314500.0,0.59,1.0,256.0,0.72,0.0,1125719700.0,1486779100.0,66.0,1.0,686.0,1.0,25.0,1.0,350.0,6.0,9.864,0.075,0.999,0.327,40.583
32.0,1.0,0.0,446.0,5.0,10.0,8.0,528.0,49.0,125.0,2.0,1088292000.0,0.59,1.0,222.0,0.73,0.0,1107975200.0,1498161700.0,64.0,1.0,677.0,1.0,25.0,1.0,350.0,6.0,13.815,0.073,0.999,0.34,40.239
32.0,1.0,0.0,435.0,5.0,10.0,8.0,535.0,49.0,124.0,2.0,1096263300.0,0.59,1.0,231.0,0.73,0.0,1099357200.0,1502022500.0,64.0,1.0,697.0,1.0,25.0,1.0,350.0,6.0,7.583,0.072,1.0,0.353,39.418
32.0,1.0,0.0,435.0,5.0,10.0,8.0,541.0,46.0,121.0,2.0,1153260200.0,0.6,1.0,246.0,0.73,0.0,1117225500.0,1510425000.0,64.0,1.0,692.0,1.0,25.0,1.0,350.0,6.0,7.686,0.074,0.999,0.346,39.142
32.0,1.0,0.0,436.0,5.0,10.0,8.0,516.0,42.0,125.0,2.0,1154941200.0,0.59,1.0,240.0,0.73,0.0,1087141900.0,1464910800.0,66.0,1.0,679.0,1.0,25.0,1.0,350.0,6.0,11.975,0.078,0.999,0.329,38.957
32.0,1.0,0.0,439.0,5.0,10.0,8.0,536.0,48.0,124.0,2.0,1082102400.0,0.6,1.0,228.0,0.72,0.0,1076286800.0,1514890000.0,64.0,1.0,689.0,1.0,24.0,1.0,350.0,6.0,12.157,0.072,0.999,0.357,38.849
32.0,1.0,0.0,434.0,5.0,10.0,8.0,555.0,46.0,124.0,2.0,1132640600.0,0.59,1.0,256.0,0.72,0.0,1136562400.0,1510882600.0,66.0,1.0,691.0,1.0,25.0,1.0,350.0,6.0,9.856,0.077,0.999,0.338,38.37
32.0,1.0,0.0,434.0,5.0,10.0,8.0,545.0,50.0,123.0,2.0,1157046700.0,0.61,1.0,251.0,0.72,0.0,1118085100.0,1533589200.0,65.0,1.0,678.0,1.0,25.0,1.0,350.0,6.0,7.78,0.08,0.999,0.329,37.998
32.0,1.0,0.0,422.0,5.0,10.0,8.0,539.0,49.0,119.0,2.0,1142980100.0,0.61,1.0,256.0,0.72,0.0,1134481700.0,1506924000.0,64.0,1.0,693.0,1.0,25.0,1.0,350.0,6.0,7.84,0.08,0.999,0.33,37.946
32.0,1.0,0.0,439.0,5.0,10.0,8.0,534.0,44.0,124.0,2.0,1142112900.0,0.6,1.0,250.0,0.72,0.0,1103786100.0,1476086000.0,66.0,1.0,684.0,1.0,24.0,1.0,350.0,6.0,9.916,0.076,0.999,0.345,37.935
32.0,1.0,0.0,446.0,5.0,10.0,8.0,528.0,45.0,123.0,2.0,1140933400.0,0.6,1.0,250.0,0.72,0.0,1112708600.0,1495477800.0,65.0,1.0,688.0,1.0,25.0,1.0,350.0,6.0,12.089,0.074,0.999,0.355,37.915
32.0,1.0,0.0,433.0,5.0,10.0,8.0,542.0,47.0,120.0,2.0,1158319400.0,0.61,1.0,256.0,0.72,0.0,1098274800.0,1492356500.0,64.0,1.0,691.0,1.0,24.0,1.0,350.0,6.0,9.838,0.078,0.999,0.337,37.805
32.0,1.0,0.0,428.0,5.0,10.0,8.0,546.0,48.0,123.0,2.0,1098598400.0,0.61,1.0,239.0,0.72,0.0,1117982200.0,1520510500.0,66.0,1.0,690.0,1.0,25.0,1.0,350.0,6.0,11.971,0.075,0.999,0.354,37.543
32.0,1.0,0.0,436.0,5.0,10.0,8.0,541.0,48.0,122.0,2.0,1132732000.0,0.61,1.0,256.0,0.72,0.0,1113610500.0,1512588000.0,64.0,1.0,688.0,1.0,25.0,1.0,350.0,6.0,10.013,0.076,0.999,0.35,37.328
32.0,1.0,0.0,439.0,5.0,10.0,8.0,523.0,46.0,127.0,2.0,1101012100.0,0.58,1.0,241.0,0.73,0.0,1101047900.0,1490957400.0,65.0,1.0,689.0,1.0,25.0,1.0,350.0,6.0,14.341,0.074,1.0,0.36,37.317
32.0,1.0,0.0,432.0,5.0,10.0,8.0,531.0,49.0,125.0,2.0,1081515000.0,0.59,1.0,239.0,0.72,0.0,1089175300.0,1471213800.0,66.0,1.0,689.0,1.0,24.0,1.0,350.0,6.0,8.117,0.078,0.999,0.346,37.167
32.0,1.0,0.0,423.0,5.0,10.0,8.0,519.0,43.0,124.0,2.0,1149293300.0,0.61,1.0,228.0,0.73,0.0,1099316200.0,1507668000.0,65.0,1.0,699.0,1.0,25.0,1.0,350.0,6.0,8.065,0.073,0.999,0.368,37.087
32.0,1.0,0.0,425.0,5.0,10.0,8.0,543.0,47.0,122.0,2.0,1102756500.0,0.59,1.0,242.0,0.71,0.0,1089072100.0,1501022200.0,66.0,1.0,695.0,1.0,25.0,1.0,350.0,6.0,10.144,0.075,0.999,0.365,36.608
32.0,1.0,0.0,434.0,5.0,10.0,8.0,536.0,47.0,123.0,2.0,1116452700.0,0.59,1.0,226.0,0.72,0.0,1095137200.0,1493389800.0,66.0,1.0,691.0,1.0,25.0,1.0,350.0,6.0,10.213,0.07,0.999,0.394,36.189
32.0,1.0,0.0,428.0,5.0,10.0,8.0,539.0,46.0,124.0,2.0,1116679600.0,0.59,1.0,256.0,0.72,0.0,1169348900.0,1481014000.0,65.0,1.0,691.0,1.0,25.0,1.0,350.0,6.0,9.977,0.077,0.999,0.359,36.179
32.0,1.0,0.0,432.0,5.0,10.0,8.0,519.0,45.0,122.0,2.0,1157396900.0,0.6,1.0,244.0,0.73,0.0,1082819300.0,1490274400.0,64.0,1.0,683.0,1.0,25.0,1.0,350.0,6.0,14.309,0.074,0.999,0.374,35.923
32.0,1.0,0.0,442.0,5.0,10.0,8.0,527.0,46.0,127.0,2.0,1080893700.0,0.6,1.0,248.0,0.73,0.0,1086551000.0,1466846700.0,66.0,1.0,693.0,1.0,24.0,1.0,350.0,6.0,9.728,0.078,0.999,0.359,35.782
32.0,1.0,0.0,432.0,5.0,10.0,8.0,545.0,48.0,123.0,2.0,1105342500.0,0.6,1.0,256.0,0.72,0.0,1124939900.0,1489668100.0,65.0,1.0,690.0,1.0,25.0,1.0,350.0,6.0,10.112,0.077,0.999,0.365,35.723
32.0,1.0,0.0,428.0,5.0,10.0,8.0,534.0,50.0,122.0,2.0,1121205800.0,0.6,1.0,198.0,0.73,0.0,1089911800.0,1552454000.0,64.0,1.0,689.0,1.0,25.0,1.0,350.0,6.0,7.67,0.071,0.999,0.398,35.375
32.0,1.0,0.0,436.0,5.0,10.0,8.0,523.0,42.0,125.0,2.0,1180590500.0,0.59,1.0,241.0,0.72,0.0,1112610200.0,1454194700.0,67.0,1.0,673.0,1.0,25.0,1.0,350.0,6.0,11.923,0.079,0.999,0.356,35.319
32.0,1.0,0.0,434.0,5.0,10.0,8.0,532.0,47.0,125.0,2.0,1093258500.0,0.58,1.0,256.0,0.73,0.0,1128884900.0,1519313300.0,65.0,1.0,685.0,1.0,25.0,1.0,350.0,6.0,11.832,0.078,0.999,0.363,35.228
32.0,1.0,0.0,435.0,5.0,10.0,8.0,520.0,42.0,125.0,2.0,1109419300.0,0.58,1.0,228.0,0.72,0.0,1084054900.0,1451026400.0,66.0,1.0,679.0,1.0,25.0,1.0,350.0,6.0,14.415,0.075,0.999,0.38,35.172
32.0,1.0,0.0,430.0,5.0,10.0,8.0,555.0,47.0,122.0,2.0,1133820700.0,0.6,1.0,256.0,0.72,0.0,1133609600.0,1511992400.0,65.0,1.0,685.0,1.0,25.0,1.0,350.0,6.0,12.034,0.078,0.999,0.365,35.161
32.0,1.0,0.0,429.0,5.0,10.0,8.0,532.0,48.0,121.0,2.0,1174645000.0,0.62,1.0,236.0,0.72,0.0,1116052100.0,1533382400.0,63.0,1.0,691.0,1.0,25.0,1.0,350.0,6.0,7.683,0.077,0.999,0.37,35.129
32.0,1.0,0.0,432.0,5.0,10.0,8.0,542.0,48.0,121.0,2.0,1115467100.0,0.59,1.0,254.0,0.72,0.0,1120906600.0,1491727500.0,66.0,1.0,691.0,1.0,25.0,1.0,350.0,6.0,7.675,0.078,0.999,0.367,35.051
32.0,1.0,0.0,424.0,5.0,10.0,8.0,542.0,48.0,121.0,2.0,1173610500.0,0.61,1.0,254.0,0.72,0.0,1114128900.0,1498179700.0,66.0,1.0,683.0,1.0,25.0,1.0,350.0,6.0,8.147,0.08,0.999,0.357,34.867
32.0,1.0,0.0,441.0,5.0,10.0,8.0,517.0,48.0,125.0,2.0,1094313500.0,0.59,1.0,241.0,0.73,0.0,1102737000.0,1495745400.0,65.0,1.0,678.0,1.0,25.0,1.0,350.0,6.0,14.407,0.076,1.0,0.378,34.711
32.0,1.0,0.0,437.0,5.0,10.0,8.0,536.0,49.0,126.0,2.0,1073741600.0,0.6,1.0,225.0,0.72,0.0,1081219600.0,1506348500.0,66.0,1.0,692.0,1.0,25.0,1.0,350.0,6.0,14.372,0.072,0.999,0.401,34.53
32.0,1.0,0.0,443.0,5.0,10.0,8.0,517.0,45.0,126.0,2.0,1108465300.0,0.58,1.0,245.0,0.72,0.0,1093308000.0,1440526500.0,66.0,1.0,674.0,1.0,25.0,1.0,350.0,6.0,12.313,0.077,0.999,0.378,34.509
32.0,1.0,0.0,433.0,5.0,10.0,8.0,536.0,49.0,123.0,2.0,1132566500.0,0.59,1.0,247.0,0.72,0.0,1119786400.0,1473194200.0,65.0,1.0,674.0,1.0,25.0,1.0,350.0,6.0,9.633,0.078,0.999,0.373,34.47
32.0,1.0,0.0,428.0,5.0,10.0,8.0,547.0,49.0,122.0,2.0,1126990600.0,0.6,1.0,256.0,0.72,0.0,1126113300.0,1520650200.0,66.0,1.0,681.0,1.0,25.0,1.0,350.0,6.0,9.758,0.08,0.999,0.364,34.437
32.0,1.0,0.0,428.0,5.0,10.0,8.0,533.0,45.0,123.0,2.0,1163011200.0,0.61,1.0,256.0,0.71,0.0,1103767200.0,1472870400.0,65.0,1.0,684.0,1.0,25.0,1.0,350.0,6.0,10.211,0.077,0.999,0.376,34.39
32.0,1.0,0.0,435.0,5.0,10.0,8.0,513.0,48.0,124.0,2.0,1097312300.0,0.58,1.0,214.0,0.73,0.0,1073741800.0,1448212000.0,66.0,1.0,680.0,1.0,24.0,1.0,350.0,6.0,14.562,0.075,0.999,0.388,34.273
32.0,1.0,0.0,427.0,5.0,10.0,8.0,532.0,49.0,119.0,2.0,1157767400.0,0.62,1.0,237.0,0.72,0.0,1096932500.0,1505055500.0,64.0,1.0,696.0,1.0,26.0,1.0,350.0,6.0,10.064,0.078,0.999,0.377,34.111
32.0,1.0,0.0,426.0,5.0,10.0,8.0,532.0,47.0,123.0,2.0,1099529700.0,0.6,1.0,203.0,0.72,0.0,1102750300.0,1516745000.0,66.0,1.0,693.0,1.0,25.0,1.0,350.0,6.0,14.421,0.067,0.999,0.438,34.032
32.0,1.0,0.0,435.0,5.0,10.0,8.0,539.0,50.0,123.0,2.0,1114032500.0,0.6,1.0,242.0,0.73,0.0,1119246800.0,1530470700.0,64.0,1.0,680.0,1.0,25.0,1.0,350.0,6.0,9.642,0.076,0.999,0.393,33.64
32.0,1.0,0.0,424.0,5.0,10.0,8.0,549.0,48.0,122.0,2.0,1165427500.0,0.6,1.0,254.0,0.72,0.0,1137162000.0,1507412500.0,66.0,1.0,678.0,1.0,25.0,1.0,350.0,6.0,9.661,0.08,0.999,0.37,33.567
32.0,1.0,0.0,441.0,5.0,10.0,8.0,528.0,46.0,125.0,2.0,1124402200.0,0.59,1.0,244.0,0.72,0.0,1083200000.0,1497155200.0,66.0,1.0,686.0,1.0,25.0,1.0,350.0,6.0,14.332,0.074,1.0,0.403,33.432
32.0,1.0,0.0,429.0,5.0,10.0,8.0,525.0,43.0,122.0,2.0,1166122000.0,0.6,1.0,256.0,0.72,0.0,1121692900.0,1475905000.0,65.0,1.0,685.0,1.0,25.0,1.0,350.0,6.0,10.012,0.079,0.999,0.378,33.423
32.0,1.0,0.0,426.0,5.0,10.0,8.0,551.0,47.0,122.0,2.0,1154223900.0,0.62,1.0,256.0,0.72,0.0,1150617200.0,1497901800.0,65.0,1.0,698.0,1.0,25.0,1.0,350.0,6.0,7.861,0.08,0.999,0.376,33.061
32.0,1.0,0.0,443.0,5.0,10.0,8.0,521.0,44.0,126.0,2.0,1088067800.0,0.6,1.0,224.0,0.73,0.0,1082865500.0,1496969100.0,65.0,1.0,677.0,1.0,24.0,1.0,350.0,6.0,14.458,0.073,1.0,0.418,32.702
32.0,1.0,0.0,426.0,5.0,10.0,8.0,538.0,46.0,123.0,2.0,1104440700.0,0.6,1.0,256.0,0.72,0.0,1117000200.0,1462691800.0,65.0,1.0,695.0,1.0,25.0,1.0,350.0,6.0,12.263,0.075,0.999,0.406,32.658
32.0,1.0,0.0,436.0,5.0,10.0,8.0,517.0,47.0,124.0,2.0,1073741600.0,0.58,1.0,204.0,0.73,0.0,1089763000.0,1519717800.0,65.0,1.0,692.0,1.0,25.0,1.0,350.0,6.0,12.299,0.069,0.999,0.447,32.409
32.0,1.0,0.0,423.0,5.0,10.0,8.0,540.0,49.0,123.0,2.0,1158377200.0,0.59,1.0,247.0,0.72,0.0,1129136100.0,1503065100.0,66.0,1.0,679.0,1.0,25.0,1.0,350.0,6.0,9.627,0.079,0.999,0.39,32.275
32.0,1.0,0.0,424.0,5.0,10.0,8.0,527.0,47.0,124.0,2.0,1079731700.0,0.59,1.0,222.0,0.72,0.0,1091619500.0,1480578400.0,66.0,1.0,686.0,1.0,25.0,1.0,350.0,6.0,14.474,0.072,0.999,0.431,32.188
32.0,1.0,0.0,433.0,5.0,10.0,8.0,532.0,49.0,123.0,2.0,1108396500.0,0.6,1.0,231.0,0.72,0.0,1076235400.0,1476046300.0,66.0,1.0,682.0,1.0,25.0,1.0,350.0,6.0,12.441,0.074,0.999,0.422,32.087
32.0,1.0,0.0,436.0,5.0,10.0,8.0,526.0,50.0,123.0,2.0,1100492300.0,0.58,1.0,235.0,0.73,0.0,1094616400.0,1516491000.0,63.0,1.0,684.0,1.0,25.0,1.0,350.0,6.0,9.698,0.076,0.999,0.413,31.966
32.0,1.0,0.0,424.0,5.0,10.0,8.0,533.0,49.0,122.0,2.0,1143029100.0,0.61,1.0,256.0,0.72,0.0,1128342000.0,1496759900.0,64.0,1.0,700.0,1.0,25.0,1.0,350.0,6.0,7.875,0.079,0.999,0.396,31.784
32.0,1.0,0.0,444.0,5.0,10.0,8.0,510.0,41.0,128.0,2.0,1108373400.0,0.59,1.0,218.0,0.73,0.0,1091393000.0,1503655800.0,66.0,1.0,684.0,1.0,24.0,1.0,350.0,6.0,14.205,0.076,0.999,0.417,31.73
32.0,1.0,0.0,422.0,5.0,10.0,8.0,538.0,50.0,120.0,2.0,1153294000.0,0.61,1.0,230.0,0.72,0.0,1147156200.0,1507050500.0,64.0,1.0,680.0,1.0,25.0,1.0,350.0,6.0,9.644,0.077,0.999,0.412,31.509
32.0,1.0,0.0,429.0,5.0,10.0,8.0,551.0,50.0,122.0,2.0,1124068000.0,0.6,1.0,256.0,0.71,0.0,1154024300.0,1492798700.0,65.0,1.0,684.0,1.0,25.0,1.0,350.0,6.0,7.832,0.081,0.999,0.391,31.386
32.0,1.0,0.0,429.0,5.0,10.0,8.0,558.0,49.0,123.0,2.0,1114048100.0,0.6,1.0,256.0,0.71,0.0,1128984700.0,1497408100.0,66.0,1.0,680.0,1.0,26.0,1.0,350.0,6.0,12.148,0.082,0.999,0.393,31.142
32.0,1.0,0.0,437.0,5.0,10.0,8.0,535.0,48.0,124.0,2.0,1116840100.0,0.6,1.0,256.0,0.72,0.0,1122857100.0,1481790000.0,65.0,1.0,694.0,1.0,25.0,1.0,350.0,6.0,12.193,0.076,0.999,0.423,31.11
32.0,1.0,0.0,433.0,5.0,10.0,8.0,539.0,47.0,123.0,2.0,1076595200.0,0.59,1.0,253.0,0.72,0.0,1088963100.0,1486552800.0,66.0,1.0,688.0,1.0,25.0,1.0,350.0,6.0,12.226,0.076,0.999,0.421,31.057
32.0,1.0,0.0,443.0,5.0,10.0,8.0,522.0,44.0,126.0,2.0,1093847300.0,0.59,1.0,219.0,0.72,0.0,1073741800.0,1494252800.0,66.0,1.0,690.0,1.0,24.0,1.0,350.0,6.0,14.492,0.072,0.999,0.45,30.733
32.0,1.0,0.0,440.0,5.0,10.0,8.0,524.0,46.0,124.0,2.0,1144550400.0,0.59,1.0,243.0,0.72,0.0,1073741800.0,1465739400.0,66.0,1.0,687.0,1.0,24.0,1.0,350.0,6.0,14.488,0.077,0.999,0.422,30.707
32.0,1.0,0.0,432.0,5.0,10.0,8.0,549.0,51.0,123.0,2.0,1073741600.0,0.59,1.0,256.0,0.72,0.0,1107089900.0,1480085800.0,67.0,1.0,678.0,1.0,25.0,1.0,350.0,6.0,14.211,0.083,0.999,0.396,30.598
32.0,1.0,0.0,433.0,5.0,10.0,8.0,540.0,52.0,121.0,2.0,1109935000.0,0.61,1.0,244.0,0.72,0.0,1129342200.0,1536653000.0,63.0,1.0,704.0,1.0,25.0,1.0,350.0,6.0,9.811,0.079,0.999,0.413,30.519
32.0,1.0,0.0,442.0,5.0,10.0,8.0,493.0,43.0,128.0,2.0,1082420900.0,0.58,1.0,209.0,0.72,0.0,1073741800.0,1471454800.0,65.0,1.0,685.0,1.0,24.0,1.0,350.0,6.0,16.565,0.075,0.999,0.439,30.339
32.0,1.0,0.0,428.0,5.0,10.0,8.0,553.0,52.0,120.0,2.0,1127019100.0,0.61,1.0,256.0,0.71,0.0,1148263700.0,1524752000.0,64.0,1.0,702.0,1.0,25.0,1.0,350.0,6.0,7.937,0.084,0.999,0.395,30.184
32.0,1.0,0.0,425.0,5.0,10.0,8.0,536.0,46.0,122.0,2.0,1122197000.0,0.6,1.0,256.0,0.72,0.0,1112609700.0,1500013000.0,66.0,1.0,691.0,1.0,25.0,1.0,350.0,6.0,12.136,0.076,0.999,0.439,30.05
32.0,1.0,0.0,435.0,5.0,10.0,8.0,534.0,43.0,127.0,2.0,1095478900.0,0.58,1.0,248.0,0.72,0.0,1122676600.0,1498405800.0,66.0,1.0,685.0,1.0,25.0,1.0,350.0,6.0,12.159,0.077,0.999,0.435,29.993
32.0,1.0,0.0,436.0,5.0,10.0,8.0,518.0,44.0,126.0,2.0,1078601200.0,0.58,1.0,232.0,0.72,0.0,1081569300.0,1472247200.0,67.0,1.0,679.0,1.0,24.0,1.0,350.0,6.0,14.475,0.077,0.999,0.436,29.85
32.0,1.0,0.0,443.0,5.0,10.0,8.0,521.0,43.0,128.0,2.0,1088467700.0,0.59,1.0,233.0,0.72,0.0,1082488700.0,1481689900.0,66.0,1.0,685.0,1.0,24.0,1.0,350.0,6.0,10.237,0.077,0.999,0.441,29.524
32.0,1.0,0.0,424.0,5.0,10.0,8.0,535.0,51.0,119.0,2.0,1111967700.0,0.6,1.0,243.0,0.72,0.0,1088390800.0,1497807900.0,64.0,1.0,704.0,1.0,25.0,1.0,350.0,6.0,10.135,0.077,0.999,0.444,29.168
32.0,1.0,0.0,441.0,5.0,10.0,8.0,535.0,46.0,124.0,2.0,1169556200.0,0.6,1.0,224.0,0.73,0.0,1112930800.0,1540995200.0,63.0,1.0,699.0,1.0,25.0,1.0,350.0,6.0,7.501,0.071,0.999,0.488,28.797
32.0,1.0,0.0,434.0,5.0,10.0,8.0,528.0,44.0,122.0,2.0,1142199600.0,0.59,1.0,247.0,0.72,0.0,1088448500.0,1478225200.0,66.0,1.0,683.0,1.0,25.0,1.0,350.0,6.0,10.251,0.076,0.999,0.459,28.72
32.0,1.0,0.0,431.0,5.0,10.0,8.0,536.0,46.0,124.0,2.0,1115121200.0,0.6,1.0,244.0,0.72,0.0,1073741800.0,1524172300.0,65.0,1.0,691.0,1.0,25.0,1.0,350.0,6.0,14.426,0.072,0.999,0.483,28.694
32.0,1.0,0.0,441.0,5.0,10.0,8.0,523.0,45.0,128.0,2.0,1073741600.0,0.59,1.0,228.0,0.73,0.0,1077111900.0,1499241900.0,65.0,1.0,695.0,1.0,24.0,1.0,350.0,6.0,16.613,0.074,0.999,0.475,28.561
32.0,1.0,0.0,438.0,5.0,10.0,8.0,518.0,43.0,124.0,2.0,1162327700.0,0.6,1.0,230.0,0.73,0.0,1095892900.0,1477527900.0,65.0,1.0,691.0,1.0,24.0,1.0,350.0,6.0,7.545,0.074,0.999,0.47,28.546
