spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
41.0,0.0,1.0,428.0,3.0,5.0,3.0,602.0,65.0,122.0,6.0,1726232300.0,0.73,0.0,257.0,0.57,1.0,1107643400.0,2077267700.0,44.0,0.0,797.0,1.0,43.0,1.0,303.0,4.0,8.312,0.01,0.997,0.296,348.634
44.0,0.0,1.0,421.0,3.0,5.0,3.0,608.0,66.0,127.0,6.0,1750736900.0,0.72,0.0,252.0,0.56,1.0,1117931000.0,2022980400.0,45.0,0.0,786.0,1.0,43.0,1.0,309.0,4.0,6.287,0.011,0.998,0.266,347.882
43.0,0.0,1.0,419.0,3.0,5.0,3.0,599.0,66.0,119.0,6.0,1772401000.0,0.72,0.0,268.0,0.58,1.0,1105952800.0,2080256800.0,42.0,0.0,793.0,1.0,41.0,1.0,303.0,4.0,4.047,0.01,0.997,0.277,347.325
43.0,0.0,1.0,424.0,3.0,5.0,3.0,587.0,65.0,119.0,6.0,1757233900.0,0.73,0.0,255.0,0.57,1.0,1088555500.0,2033992800.0,42.0,0.0,791.0,1.0,42.0,1.0,305.0,4.0,4.11,0.01,0.997,0.285,343.61
43.0,0.0,1.0,413.0,3.0,5.0,3.0,610.0,65.0,121.0,6.0,1729884700.0,0.72,0.0,266.0,0.58,1.0,1145178200.0,2003572700.0,45.0,0.0,791.0,1.0,41.0,1.0,296.0,4.0,2.027,0.009,0.998,0.34,324.896
43.0,0.0,1.0,427.0,3.0,5.0,3.0,595.0,65.0,123.0,6.0,1717413100.0,0.73,0.0,231.0,0.56,1.0,1073741800.0,2031061800.0,43.0,0.0,791.0,1.0,42.0,1.0,298.0,4.0,8.441,0.012,0.998,0.269,321.344
44.0,0.0,1.0,413.0,3.0,5.0,3.0,593.0,66.0,121.0,6.0,1750215700.0,0.72,0.0,262.0,0.57,1.0,1085394400.0,1997252600.0,44.0,0.0,780.0,1.0,41.0,1.0,298.0,4.0,2.011,0.01,0.998,0.322,320.952
42.0,0.0,1.0,420.0,3.0,5.0,3.0,594.0,64.0,124.0,6.0,1744104200.0,0.72,0.0,221.0,0.56,1.0,1127307800.0,2048408700.0,44.0,0.0,798.0,1.0,43.0,1.0,299.0,4.0,8.21,0.013,0.998,0.237,313.123
44.0,0.0,1.0,412.0,3.0,5.0,3.0,605.0,65.0,125.0,6.0,1736518300.0,0.72,0.0,249.0,0.59,1.0,1090133400.0,2035558300.0,45.0,0.0,788.0,1.0,42.0,1.0,307.0,4.0,6.119,0.01,0.997,0.312,307.615
43.0,0.0,1.0,421.0,3.0,5.0,3.0,598.0,66.0,125.0,6.0,1742959200.0,0.73,0.0,218.0,0.56,1.0,1150044400.0,2019329900.0,46.0,0.0,783.0,1.0,42.0,1.0,303.0,4.0,6.268,0.013,0.998,0.242,306.863
43.0,0.0,1.0,420.0,3.0,5.0,3.0,612.0,64.0,120.0,6.0,1733355000.0,0.73,0.0,250.0,0.57,1.0,1140723300.0,2065981300.0,45.0,0.0,789.0,1.0,43.0,1.0,302.0,4.0,6.334,0.01,0.996,0.317,299.465
43.0,0.0,1.0,415.0,3.0,5.0,3.0,618.0,67.0,123.0,6.0,1737788900.0,0.73,0.0,236.0,0.58,1.0,1155565600.0,2053112300.0,44.0,0.0,798.0,1.0,42.0,1.0,304.0,4.0,6.14,0.011,0.997,0.291,298.692
42.0,0.0,1.0,409.0,3.0,5.0,3.0,616.0,64.0,128.0,6.0,1691711700.0,0.72,0.0,250.0,0.56,1.0,1106046500.0,2029065600.0,45.0,0.0,792.0,1.0,42.0,1.0,294.0,4.0,4.177,0.012,0.997,0.285,292.48
43.0,0.0,1.0,415.0,3.0,5.0,3.0,619.0,65.0,119.0,6.0,1714587300.0,0.72,0.0,257.0,0.57,1.0,1132970200.0,2067691300.0,43.0,0.0,787.0,1.0,43.0,1.0,299.0,4.0,4.146,0.01,0.996,0.336,290.478
45.0,0.0,1.0,412.0,3.0,5.0,3.0,610.0,65.0,125.0,6.0,1743754500.0,0.74,0.0,225.0,0.55,1.0,1142442400.0,2025123100.0,44.0,0.0,772.0,1.0,41.0,1.0,307.0,4.0,6.223,0.013,0.997,0.268,289.328
43.0,0.0,1.0,424.0,3.0,5.0,3.0,599.0,63.0,122.0,6.0,1780015100.0,0.73,0.0,256.0,0.56,1.0,1074943000.0,2101838100.0,43.0,0.0,787.0,1.0,42.0,1.0,302.0,4.0,10.554,0.01,0.997,0.356,280.892
43.0,0.0,1.0,418.0,3.0,5.0,3.0,602.0,64.0,123.0,6.0,1714263700.0,0.73,0.0,236.0,0.57,1.0,1107994000.0,2095065200.0,42.0,0.0,790.0,1.0,42.0,1.0,302.0,4.0,8.252,0.011,0.997,0.316,277.638
42.0,0.0,1.0,410.0,3.0,5.0,3.0,604.0,65.0,125.0,6.0,1704606000.0,0.72,0.0,278.0,0.58,1.0,1098787300.0,2024723200.0,44.0,0.0,790.0,1.0,41.0,1.0,291.0,4.0,0.0,0.01,0.997,0.371,276.828
42.0,0.0,1.0,422.0,3.0,5.0,3.0,593.0,66.0,126.0,6.0,1715793300.0,0.72,0.0,236.0,0.57,1.0,1097174300.0,2041780400.0,45.0,0.0,786.0,1.0,42.0,1.0,301.0,4.0,6.223,0.013,0.997,0.286,276.14
43.0,0.0,1.0,417.0,3.0,5.0,3.0,611.0,66.0,124.0,6.0,1715216900.0,0.72,0.0,250.0,0.55,1.0,1133617500.0,1997571100.0,42.0,0.0,784.0,1.0,41.0,1.0,294.0,4.0,0.025,0.011,0.998,0.336,273.046
43.0,0.0,1.0,417.0,3.0,5.0,3.0,599.0,64.0,127.0,6.0,1758437100.0,0.72,0.0,245.0,0.55,1.0,1073741800.0,2113025500.0,42.0,0.0,788.0,1.0,42.0,1.0,301.0,4.0,12.708,0.012,0.998,0.319,264.831
44.0,0.0,1.0,424.0,3.0,5.0,3.0,599.0,67.0,121.0,6.0,1726155400.0,0.72,0.0,281.0,0.56,1.0,1110840000.0,1972608300.0,44.0,0.0,782.0,1.0,41.0,1.0,298.0,4.0,0.013,0.01,0.997,0.38,264.3
43.0,0.0,1.0,415.0,3.0,5.0,3.0,609.0,66.0,128.0,6.0,1720293900.0,0.72,0.0,248.0,0.56,1.0,1073741800.0,2100243500.0,44.0,0.0,783.0,1.0,42.0,1.0,302.0,4.0,8.808,0.011,0.997,0.363,259.616
43.0,0.0,1.0,425.0,3.0,5.0,3.0,587.0,65.0,120.0,6.0,1717134600.0,0.72,0.0,287.0,0.58,1.0,1089084200.0,2043018100.0,43.0,0.0,788.0,1.0,41.0,1.0,301.0,4.0,0.0,0.011,0.997,0.338,258.353
44.0,0.0,1.0,420.0,3.0,5.0,3.0,604.0,66.0,122.0,6.0,1736532500.0,0.73,0.0,242.0,0.57,1.0,1106118400.0,2019608600.0,42.0,0.0,794.0,1.0,41.0,1.0,296.0,4.0,6.177,0.013,0.997,0.301,258.227
43.0,0.0,1.0,421.0,3.0,5.0,3.0,590.0,64.0,123.0,6.0,1728395300.0,0.73,0.0,250.0,0.59,1.0,1092716200.0,1979635300.0,45.0,0.0,791.0,1.0,41.0,1.0,303.0,4.0,2.008,0.012,0.997,0.337,254.42
43.0,0.0,1.0,406.0,3.0,5.0,3.0,605.0,63.0,127.0,6.0,1721937500.0,0.72,0.0,212.0,0.55,1.0,1124447900.0,2036808400.0,44.0,0.0,795.0,1.0,43.0,1.0,297.0,4.0,2.144,0.014,0.997,0.276,254.079
43.0,0.0,1.0,417.0,3.0,5.0,3.0,601.0,65.0,117.0,6.0,1729806100.0,0.72,0.0,259.0,0.58,1.0,1146246000.0,2058795000.0,42.0,0.0,795.0,1.0,42.0,1.0,303.0,4.0,2.018,0.01,0.996,0.39,253.778
43.0,0.0,1.0,410.0,3.0,5.0,3.0,595.0,66.0,122.0,6.0,1715831000.0,0.72,0.0,300.0,0.58,1.0,1076398100.0,2040091000.0,43.0,0.0,782.0,1.0,41.0,1.0,297.0,4.0,0.0,0.012,0.998,0.319,251.032
43.0,0.0,1.0,430.0,3.0,5.0,3.0,602.0,65.0,126.0,6.0,1761979400.0,0.73,0.0,224.0,0.56,1.0,1078924800.0,2028195800.0,45.0,0.0,785.0,1.0,43.0,1.0,302.0,4.0,8.408,0.014,0.998,0.289,247.622
43.0,0.0,1.0,410.0,3.0,5.0,3.0,599.0,63.0,116.0,6.0,1760610600.0,0.72,0.0,277.0,0.58,1.0,1137838600.0,2044905700.0,44.0,0.0,793.0,1.0,42.0,1.0,299.0,4.0,0.0,0.009,0.997,0.459,239.858
43.0,0.0,1.0,424.0,3.0,5.0,3.0,591.0,63.0,126.0,6.0,1736205000.0,0.72,0.0,246.0,0.54,1.0,1083623400.0,2060091500.0,42.0,0.0,793.0,1.0,43.0,1.0,296.0,4.0,6.245,0.014,0.997,0.304,239.231
43.0,0.0,1.0,410.0,3.0,5.0,3.0,601.0,67.0,121.0,6.0,1725942800.0,0.73,0.0,241.0,0.55,1.0,1215565600.0,2019919100.0,44.0,0.0,784.0,1.0,42.0,1.0,295.0,4.0,0.026,0.011,0.997,0.392,235.917
43.0,0.0,1.0,427.0,3.0,5.0,3.0,600.0,67.0,128.0,6.0,1733404800.0,0.72,0.0,243.0,0.54,1.0,1073741800.0,2039479000.0,43.0,0.0,785.0,1.0,42.0,1.0,298.0,4.0,8.775,0.012,0.998,0.351,233.059
43.0,0.0,1.0,408.0,3.0,5.0,3.0,592.0,64.0,118.0,6.0,1740916500.0,0.72,0.0,252.0,0.59,1.0,1131799300.0,2005646300.0,44.0,0.0,792.0,1.0,42.0,1.0,301.0,4.0,0.0,0.01,0.997,0.429,226.871
43.0,0.0,1.0,409.0,3.0,5.0,3.0,622.0,66.0,125.0,6.0,1718632000.0,0.73,0.0,219.0,0.55,1.0,1166471200.0,2014210700.0,43.0,0.0,783.0,1.0,42.0,1.0,291.0,4.0,6.146,0.015,0.997,0.311,219.234
44.0,0.0,1.0,416.0,3.0,5.0,3.0,616.0,67.0,117.0,6.0,1732462700.0,0.73,0.0,259.0,0.58,1.0,1176133400.0,2023008500.0,44.0,0.0,785.0,1.0,42.0,1.0,298.0,4.0,4.049,0.012,0.997,0.386,219.088
43.0,0.0,1.0,428.0,3.0,5.0,3.0,597.0,63.0,124.0,6.0,1772735000.0,0.73,0.0,253.0,0.55,1.0,1073741800.0,2109947000.0,43.0,0.0,795.0,1.0,43.0,1.0,303.0,4.0,13.027,0.011,0.998,0.414,212.298
43.0,0.0,1.0,417.0,3.0,5.0,3.0,593.0,63.0,122.0,6.0,1704353400.0,0.72,0.0,309.0,0.56,1.0,1146486800.0,2014994300.0,44.0,0.0,775.0,1.0,41.0,1.0,300.0,4.0,0.0,0.013,0.998,0.38,206.924
43.0,0.0,1.0,415.0,3.0,5.0,3.0,602.0,67.0,118.0,6.0,1762049800.0,0.73,0.0,236.0,0.57,1.0,1203758800.0,1991537700.0,44.0,0.0,787.0,1.0,42.0,1.0,303.0,4.0,4.078,0.014,0.997,0.357,205.28
44.0,0.0,1.0,412.0,3.0,5.0,3.0,608.0,68.0,122.0,6.0,1720078300.0,0.72,0.0,239.0,0.57,1.0,1176790800.0,2022849200.0,44.0,0.0,780.0,1.0,41.0,1.0,294.0,4.0,4.028,0.014,0.998,0.336,205.121
42.0,0.0,1.0,419.0,3.0,5.0,3.0,599.0,64.0,120.0,6.0,1715917700.0,0.72,0.0,225.0,0.56,1.0,1196986800.0,2056325400.0,43.0,0.0,792.0,1.0,42.0,1.0,297.0,4.0,6.114,0.016,0.997,0.31,205.119
43.0,0.0,1.0,416.0,3.0,5.0,3.0,618.0,65.0,117.0,6.0,1719280800.0,0.73,0.0,254.0,0.58,1.0,1188776200.0,2034401200.0,45.0,0.0,790.0,1.0,42.0,1.0,300.0,4.0,4.045,0.012,0.996,0.414,203.451
43.0,0.0,1.0,416.0,3.0,5.0,3.0,591.0,63.0,116.0,6.0,1699651200.0,0.72,0.0,267.0,0.58,1.0,1098996200.0,2059987200.0,42.0,0.0,788.0,1.0,42.0,1.0,296.0,4.0,2.019,0.012,0.995,0.42,202.23
44.0,0.0,1.0,413.0,3.0,5.0,3.0,602.0,66.0,117.0,6.0,1766723300.0,0.72,0.0,271.0,0.58,1.0,1148753800.0,1995939300.0,44.0,0.0,793.0,1.0,41.0,1.0,294.0,4.0,0.0,0.011,0.997,0.447,200.573
43.0,0.0,1.0,429.0,3.0,5.0,3.0,589.0,65.0,126.0,6.0,1764691600.0,0.73,0.0,227.0,0.57,1.0,1073741800.0,2028809300.0,45.0,0.0,795.0,1.0,42.0,1.0,306.0,4.0,10.684,0.014,0.997,0.349,200.401
42.0,0.0,1.0,419.0,3.0,5.0,3.0,608.0,68.0,119.0,6.0,1723498000.0,0.73,0.0,272.0,0.6,1.0,1146565400.0,2060730800.0,44.0,0.0,789.0,1.0,42.0,1.0,310.0,4.0,8.161,0.011,0.993,0.451,198.926
42.0,0.0,1.0,423.0,3.0,5.0,3.0,601.0,64.0,117.0,6.0,1770606300.0,0.72,0.0,242.0,0.57,1.0,1160790400.0,2043327000.0,42.0,0.0,796.0,1.0,43.0,1.0,307.0,4.0,6.088,0.016,0.996,0.321,196.979
43.0,0.0,1.0,424.0,3.0,5.0,3.0,584.0,64.0,128.0,6.0,1777214600.0,0.71,0.0,233.0,0.55,1.0,1079126800.0,2044808400.0,44.0,0.0,794.0,1.0,43.0,1.0,303.0,4.0,8.558,0.014,0.997,0.363,195.629
41.0,0.0,1.0,423.0,3.0,5.0,3.0,587.0,63.0,120.0,6.0,1761723100.0,0.72,0.0,250.0,0.57,1.0,1134164200.0,2088730100.0,43.0,0.0,798.0,1.0,43.0,1.0,315.0,4.0,6.226,0.016,0.996,0.333,189.531
43.0,0.0,1.0,419.0,3.0,5.0,3.0,604.0,64.0,121.0,6.0,1724312000.0,0.73,0.0,205.0,0.57,1.0,1164940000.0,2032994400.0,43.0,0.0,804.0,1.0,43.0,1.0,301.0,4.0,6.197,0.017,0.997,0.308,188.003
43.0,0.0,1.0,418.0,3.0,5.0,3.0,603.0,63.0,125.0,6.0,1736297900.0,0.72,0.0,220.0,0.58,1.0,1103937800.0,2091174500.0,43.0,0.0,797.0,1.0,43.0,1.0,308.0,4.0,8.387,0.016,0.997,0.327,187.039
42.0,0.0,1.0,412.0,3.0,5.0,3.0,614.0,67.0,123.0,6.0,1708251400.0,0.72,0.0,237.0,0.57,1.0,1172831700.0,2036011300.0,45.0,0.0,797.0,1.0,42.0,1.0,290.0,4.0,4.122,0.015,0.996,0.365,184.235
43.0,0.0,1.0,427.0,3.0,5.0,3.0,602.0,68.0,123.0,6.0,1791434100.0,0.72,0.0,226.0,0.58,1.0,1093704100.0,2064581600.0,43.0,0.0,798.0,1.0,42.0,1.0,308.0,4.0,8.387,0.016,0.997,0.333,182.825
43.0,0.0,1.0,414.0,3.0,5.0,3.0,618.0,64.0,121.0,6.0,1745150600.0,0.73,0.0,202.0,0.57,1.0,1152175400.0,2041886000.0,42.0,0.0,798.0,1.0,42.0,1.0,298.0,4.0,4.265,0.018,0.996,0.312,181.467
44.0,0.0,1.0,423.0,3.0,5.0,3.0,595.0,64.0,116.0,6.0,1745749100.0,0.72,0.0,255.0,0.57,1.0,1164429800.0,2019353600.0,42.0,0.0,786.0,1.0,43.0,1.0,301.0,4.0,0.0,0.014,0.996,0.401,180.132
43.0,0.0,1.0,422.0,3.0,5.0,3.0,608.0,65.0,115.0,6.0,1753609700.0,0.73,0.0,231.0,0.55,1.0,1224666600.0,2008841500.0,43.0,0.0,790.0,1.0,42.0,1.0,301.0,4.0,2.031,0.015,0.996,0.366,179.861
43.0,0.0,1.0,425.0,3.0,5.0,3.0,603.0,66.0,128.0,6.0,1747962600.0,0.73,0.0,233.0,0.57,1.0,1073741800.0,2114342700.0,44.0,0.0,786.0,1.0,43.0,1.0,312.0,4.0,10.754,0.015,0.998,0.372,177.885
43.0,0.0,1.0,420.0,3.0,5.0,3.0,605.0,67.0,126.0,6.0,1735758300.0,0.73,0.0,202.0,0.55,1.0,1155524600.0,1975576700.0,45.0,0.0,782.0,1.0,42.0,1.0,297.0,4.0,6.207,0.017,0.996,0.336,177.111
43.0,0.0,1.0,419.0,3.0,5.0,3.0,606.0,65.0,117.0,6.0,1778413800.0,0.72,0.0,245.0,0.59,1.0,1097572000.0,2073355100.0,42.0,0.0,795.0,1.0,43.0,1.0,308.0,4.0,4.076,0.015,0.995,0.365,177.007
41.0,0.0,1.0,426.0,3.0,5.0,3.0,577.0,64.0,119.0,6.0,1737729800.0,0.71,0.0,278.0,0.56,1.0,1116507100.0,2031600100.0,41.0,0.0,800.0,1.0,42.0,1.0,295.0,4.0,2.033,0.014,0.995,0.415,176.467
43.0,0.0,1.0,416.0,3.0,5.0,3.0,614.0,64.0,119.0,6.0,1728559500.0,0.72,0.0,210.0,0.55,1.0,1174566500.0,2031314400.0,43.0,0.0,789.0,1.0,43.0,1.0,295.0,4.0,4.096,0.017,0.996,0.334,176.248
44.0,0.0,1.0,418.0,3.0,5.0,3.0,599.0,69.0,125.0,6.0,1712351400.0,0.73,0.0,241.0,0.57,1.0,1163432200.0,2010920100.0,44.0,0.0,782.0,1.0,40.0,1.0,292.0,4.0,2.02,0.016,0.997,0.368,174.783
44.0,0.0,1.0,414.0,3.0,5.0,3.0,610.0,66.0,124.0,6.0,1728408700.0,0.74,0.0,215.0,0.56,1.0,1197668400.0,1990215200.0,45.0,0.0,783.0,1.0,42.0,1.0,299.0,4.0,4.192,0.017,0.996,0.344,174.644
43.0,0.0,1.0,431.0,3.0,5.0,3.0,600.0,68.0,119.0,6.0,1790889500.0,0.72,0.0,245.0,0.59,1.0,1105284600.0,2085273000.0,43.0,0.0,788.0,1.0,42.0,1.0,312.0,4.0,8.329,0.016,0.996,0.363,172.922
44.0,0.0,1.0,425.0,3.0,5.0,3.0,607.0,64.0,117.0,6.0,1721506600.0,0.73,0.0,275.0,0.58,1.0,1096422700.0,1977003500.0,43.0,0.0,780.0,1.0,41.0,1.0,295.0,4.0,2.074,0.013,0.995,0.446,172.147
42.0,0.0,1.0,428.0,3.0,5.0,3.0,593.0,66.0,121.0,6.0,1766249500.0,0.72,0.0,228.0,0.56,1.0,1145709300.0,2073308700.0,43.0,0.0,788.0,1.0,44.0,1.0,303.0,4.0,6.373,0.016,0.996,0.368,170.352
42.0,0.0,1.0,415.0,3.0,5.0,3.0,597.0,65.0,122.0,6.0,1726437900.0,0.73,0.0,216.0,0.57,1.0,1181872400.0,1999498000.0,45.0,0.0,796.0,1.0,42.0,1.0,294.0,4.0,0.0,0.016,0.998,0.37,170.151
44.0,0.0,1.0,423.0,3.0,5.0,3.0,595.0,64.0,119.0,6.0,1776221600.0,0.73,0.0,209.0,0.56,1.0,1154778600.0,2028033000.0,43.0,0.0,783.0,1.0,43.0,1.0,303.0,4.0,4.324,0.017,0.996,0.34,169.768
44.0,0.0,1.0,426.0,3.0,5.0,3.0,595.0,66.0,124.0,6.0,1811519900.0,0.72,0.0,202.0,0.56,1.0,1110031700.0,2021880000.0,43.0,0.0,792.0,1.0,42.0,1.0,304.0,4.0,8.507,0.017,0.997,0.344,169.007
44.0,0.0,1.0,430.0,3.0,5.0,3.0,609.0,66.0,128.0,6.0,1763417300.0,0.72,0.0,228.0,0.55,1.0,1073741800.0,2000378500.0,45.0,0.0,793.0,1.0,42.0,1.0,299.0,4.0,10.816,0.016,0.997,0.376,163.953
45.0,0.0,1.0,412.0,3.0,5.0,3.0,622.0,65.0,128.0,6.0,1737819100.0,0.73,0.0,245.0,0.54,1.0,1079257600.0,2053704000.0,45.0,0.0,776.0,1.0,43.0,1.0,308.0,4.0,8.921,0.013,0.997,0.46,163.576
42.0,0.0,1.0,425.0,3.0,5.0,3.0,602.0,66.0,119.0,6.0,1720334200.0,0.73,0.0,241.0,0.57,1.0,1153297700.0,2001773800.0,43.0,0.0,795.0,1.0,42.0,1.0,293.0,4.0,2.04,0.014,0.995,0.432,163.53
44.0,0.0,1.0,424.0,3.0,5.0,3.0,608.0,69.0,127.0,6.0,1758475000.0,0.73,0.0,221.0,0.57,1.0,1073741800.0,2028613200.0,43.0,0.0,785.0,1.0,42.0,1.0,307.0,4.0,8.576,0.018,0.996,0.351,161.205
42.0,0.0,1.0,418.0,3.0,5.0,3.0,609.0,64.0,128.0,6.0,1757303300.0,0.73,0.0,243.0,0.56,1.0,1073741800.0,2130672000.0,43.0,0.0,786.0,1.0,42.0,1.0,308.0,4.0,13.212,0.014,0.998,0.458,160.313
44.0,0.0,1.0,413.0,3.0,5.0,3.0,601.0,63.0,114.0,6.0,1769813500.0,0.72,0.0,243.0,0.58,1.0,1141572700.0,2049014300.0,43.0,0.0,797.0,1.0,43.0,1.0,304.0,4.0,0.003,0.015,0.995,0.41,159.917
43.0,0.0,1.0,430.0,3.0,5.0,3.0,599.0,62.0,123.0,6.0,1760200400.0,0.73,0.0,231.0,0.53,1.0,1095779300.0,2063689500.0,42.0,0.0,793.0,1.0,43.0,1.0,301.0,4.0,10.692,0.015,0.998,0.412,159.249
44.0,0.0,1.0,407.0,3.0,5.0,3.0,616.0,63.0,126.0,6.0,1736493300.0,0.73,0.0,202.0,0.54,1.0,1160894700.0,1979772700.0,45.0,0.0,794.0,1.0,43.0,1.0,298.0,4.0,2.236,0.02,0.996,0.322,158.096
43.0,0.0,1.0,413.0,3.0,5.0,3.0,600.0,64.0,119.0,6.0,1727496000.0,0.72,0.0,227.0,0.58,1.0,1190129400.0,2049688200.0,43.0,0.0,795.0,1.0,43.0,1.0,307.0,4.0,2.006,0.016,0.996,0.403,157.946
43.0,0.0,1.0,415.0,3.0,5.0,3.0,602.0,65.0,116.0,6.0,1751623200.0,0.72,0.0,261.0,0.58,1.0,1221416300.0,2003145700.0,45.0,0.0,789.0,1.0,41.0,1.0,292.0,4.0,0.0,0.014,0.997,0.453,156.065
